Wavelength nm.;s1.2;s2.2;s3.2;s4.2;s5.2;s6.2;s7.2
726,6;0,001;-0,0007;0,0022;0,0005;0,0029;0,0001;0,0019
726,8;0,001;-0,0006;0,0023;0,0005;0,0028;0,0002;0,002
727;0,0009;-0,0006;0,002;0,0003;0,0026;0,0002;0,0019
727,2;0,0011;-0,0006;0,002;0,0007;0,0029;0,0003;0,0019
727,4;0,0011;-0,0006;0,002;0,0008;0,0028;0,0004;0,002
727,6;0,0011;-0,001;0,0022;0,0005;0,0029;0,0002;0,002
727,8;0,001;-0,001;0,0023;0,0004;0,0029;0,0001;0,0022
728;0,0009;-0,001;0,0021;0,0006;0,003;0;0,0021
728,2;0,0008;-0,0007;0,0021;0,0006;0,0029;1E-04;0,0021
728,4;0,0007;-0,0007;0,0019;0,0005;0,0025;0,0001;0,002
728,6;0,0008;-0,0008;0,0021;0,0005;0,0027;0,0002;0,0021
728,8;0,0006;-0,0008;0,0019;0,0006;0,0027;0;0,0021
729;0,0003;-0,0009;0,0017;0,0007;0,0028;0,0001;0,0018
729,2;0,0007;-0,0007;0,0022;0,0007;0,0029;0,0003;0,0021
729,4;0,0008;-0,001;0,0021;0,0003;0,0028;0,0001;0,0021
729,6;0,0008;-0,001;0,002;0,0002;0,0027;0;0,0021
729,8;0,0005;-0,0009;0,002;0,0005;0,0029;0,0002;0,0022
730;0,0005;-0,001;0,0019;0,0006;0,0029;0,0001;0,0021
730,2;0,0005;-0,0011;0,0018;0,0005;0,0029;0,0001;0,0021
730,4;0,0003;-0,0007;0,0018;0,0006;0,0029;0,0004;0,0018
730,6;0,0003;-0,001;0,0017;0,0003;0,0028;1E-04;0,0018
730,8;0,0004;-0,001;0,0018;0,0004;0,0027;0,0003;0,0017
731;0,0004;-0,0011;0,0018;0,0005;0,0028;0,0003;0,0018
731,2;0,0006;-0,0011;0,0021;0,0007;0,0031;1E-04;0,0022
731,4;0,0006;-0,001;0,0023;0,0008;0,003;0,0001;0,0024
731,6;0,0002;-0,0013;0,002;0,0006;0,0027;0,0002;0,0019
731,8;0;-0,0011;0,0018;0,0006;0,0026;0,0005;0,0019
732;0,0001;-0,001;0,0017;0,0006;0,0025;0,0003;0,0021
732,2;0,0002;-0,0011;0,0017;0,0006;0,0026;0,0003;0,0019
732,4;0;-0,0013;0,0014;0,0004;0,0024;0,0002;0,0016
732,6;-0,0001;-0,0012;0,0014;0,0004;0,0023;0,0004;0,0016
732,8;0,0002;-0,0013;0,0016;0,0006;0,0025;0,0002;0,0019
733;1E-04;-0,0012;0,0017;0,0006;0,0025;0,0002;0,002
733,2;-0,0001;-0,001;0,0017;0,0006;0,0024;0,0002;0,0019
733,4;0;-0,0012;0,002;0,0005;0,0028;0;0,0021
733,6;-0,0001;-0,0012;0,0018;0,0005;0,0028;0,0004;0,002
733,8;-0,0001;-0,0012;0,0017;0,0004;0,0028;0,0002;0,002
734;0,0001;-0,0011;0,002;0,0004;0,003;0,0002;0,0021
734,2;0;-0,0014;0,002;0,0004;0,0029;0;0,002
734,4;-0,0001;-0,0016;0,0018;0,0002;0,0029;-0,0003;0,002
734,6;-0,0001;-0,0013;0,0015;0,0004;0,0026;0;0,002
734,8;0;-0,0015;0,0019;0,0003;0,0029;-0,0002;0,0021
735;0;-0,0015;0,0022;0,0002;0,003;-0,0003;0,0022
735,2;-0,0001;-0,0013;0,0018;1E-04;0,0026;-0,0001;0,0019
735,4;-0,0003;-0,0012;0,0017;0,0002;0,0026;1E-04;0,0017
735,6;-0,0004;-0,0014;0,0017;0,0003;0,0029;-0,0001;0,0019
735,8;0;-0,0012;0,0019;0,0004;0,003;0;0,0021
736;0,0002;-0,0013;0,0017;0,0004;0,0027;1E-04;0,0021
736,2;0,0002;-0,0013;0,0016;0,0005;0,0026;0,0003;0,0019
736,4;0,0001;-0,0012;0,0019;0,0005;0,0028;0,0002;0,0019
736,6;1E-04;-0,0014;0,002;0,0003;0,003;-0,0002;0,0019
736,8;0,0001;-0,0015;0,0018;0,0004;0,0028;-1E-04;0,0019
737;0,0001;-0,0014;0,0017;0,0005;0,0029;0;0,0021
737,2;0,0002;-0,0011;0,0017;0,0003;0,0028;0,0001;0,0021
737,4;0;-0,0011;0,0017;0,0004;0,0028;1E-04;0,002
737,6;0,0002;-0,001;0,002;0,0006;0,0031;0,0003;0,0022
737,8;0,0005;-0,0012;0,002;0,0004;0,0031;0,0001;0,0023
738;0,0005;-0,0012;0,002;0,0004;0,0028;0;0,0023
738,2;0,0003;-0,0007;0,0019;0,0007;0,0029;0,0003;0,0022
738,4;0,0004;-0,0008;0,0022;0,0007;0,0032;0,0002;0,0023
738,6;0,0004;-0,0011;0,002;0,0003;0,0031;-0,0001;0,0023
738,8;0,0002;-0,001;0,0018;0,0004;0,0032;0;0,0022
739;0,0003;-0,0007;0,0018;0,0006;0,0029;0,0004;0,0021
739,2;0,0002;-0,0007;0,0021;0,0006;0,0029;0,0002;0,002
739,4;0,0002;-0,0009;0,002;0,0007;0,0028;0;0,0018
739,6;0,0005;-0,0012;0,0019;0,0005;0,0028;-0,0002;0,0018
739,8;0,0002;-0,0012;0,0018;0,0004;0,0026;0;0,0017
740;0,0001;-0,0009;0,0016;0,0006;0,0026;1E-04;0,0017
740,2;0,0004;-0,0009;0,0019;0,0005;0,0029;0;0,0018
740,4;0,0005;-0,0008;0,002;0,0003;0,0029;0,0003;0,002
740,6;0,0005;-0,0007;0,0023;0,0006;0,0028;0,0004;0,0022
740,8;0,0005;-0,0007;0,0023;0,0008;0,0026;1E-04;0,0019
741;0,0005;-0,001;0,002;0,0005;0,0025;0;0,0018
741,2;0,0006;-0,0014;0,0022;0,0002;0,0028;0,0001;0,0022
741,4;0,0007;-0,0009;0,0021;0,0004;0,0029;0,0004;0,0021
741,6;0,0005;-0,0006;0,0019;0,0008;0,0026;0,0005;0,0019
741,8;0,0006;-0,0007;0,0019;0,0008;0,0026;1E-04;0,0019
742;0,0009;-0,0007;0,0021;0,0007;0,0029;1E-04;0,0019
742,2;0,0007;-0,0008;0,0021;0,0006;0,003;1E-04;0,0018
742,4;0,0009;-0,0007;0,0023;0,0006;0,003;0;0,002
742,6;0,001;-0,0012;0,0023;0,0005;0,0029;-0,0003;0,0022
742,8;0,0009;-0,0009;0,0022;0,0006;0,0027;-1E-04;0,0018
743;0,0007;-0,0007;0,0022;0,0006;0,0026;0,0001;0,0019
743,2;0,0008;-0,0006;0,0022;0,0007;0,0027;0,0002;0,0022
743,4;0,0007;-0,0007;0,0021;0,0007;0,0027;0,0002;0,0021
743,6;0,001;-0,0009;0,0022;0,0003;0,0029;-0,0001;0,0022
743,8;0,0009;-0,0007;0,0022;0,0005;0,003;-1E-04;0,0021
744;0,0008;-0,0006;0,002;0,0005;0,003;0;0,0019
744,2;0,0012;-0,0004;0,0023;0,0005;0,003;0,0003;0,002
744,4;0,0012;-0,0004;0,0023;0,0008;0,0029;0,0005;0,0021
744,6;0,001;-0,0004;0,0023;0,0006;0,003;1E-04;0,0023
744,8;0,0011;-0,0003;0,0023;0,0007;0,003;0,0004;0,0021
745;0,001;-0,0004;0,0019;0,0007;0,0029;0,0002;0,0018
745,2;0,0009;-0,0007;0,0018;0,0005;0,0029;1E-04;0,0019
745,4;0,001;-0,0008;0,002;0,0006;0,0027;0,0002;0,0021
745,6;0,0012;-0,0007;0,0021;0,0007;0,0028;0,0001;0,0021
745,8;0,001;-0,0006;0,0019;0,0006;0,0025;1E-04;0,0019
746;0,0012;-0,0004;0,0021;0,0009;0,0028;0,0002;0,0019
746,2;0,0011;-0,0002;0,0022;0,0007;0,003;0,0003;0,0018
746,4;0,0015;-1E-04;0,0027;0,0004;0,0035;0,0001;0,0022
746,6;0,0017;-0,0003;0,0028;0,0007;0,0034;0,0001;0,0024
746,8;0,0017;-0,0004;0,0025;0,0009;0,0031;0,0001;0,0022
747;0,0017;-0,0005;0,0026;0,0006;0,0032;1E-04;0,0021
747,2;0,0014;-0,0004;0,0022;0,0006;0,0029;0,0002;0,002
747,4;0,0013;-0,0004;0,0021;0,0009;0,0028;0,0002;0,002
747,6;0,0015;-0,0004;0,0023;0,001;0,0031;0,0001;0,0021
747,8;0,0015;-0,0004;0,0023;0,0006;0,003;-0,0001;0,002
748;0,0017;-0,0003;0,0025;0,0006;0,0031;1E-04;0,0023
748,2;0,0016;-0,0002;0,0024;0,0008;0,003;0,0001;0,0023
748,4;0,0017;-0,0002;0,0023;0,0009;0,0031;0,0001;0,0023
748,6;0,0016;-0,0001;0,0022;0,0011;0,0031;0,0006;0,0021
748,8;0,0019;-0,0002;0,0026;0,0008;0,0031;0,0006;0,0021
749;0,0019;-1E-04;0,0025;0,0007;0,0032;0,0002;0,0023
749,2;0,0015;-0,0002;0,0023;0,0006;0,003;0;0,0023
749,4;0,0018;-0,0004;0,0025;0,0007;0,003;1E-04;0,0024
749,6;0,0018;-0,0003;0,0025;0,0008;0,0029;0,0002;0,0019
749,8;0,0015;-0,0005;0,0021;0,0005;0,0027;-0,0001;0,0018
750;0,0012;0;0,0018;0,0011;0,0023;0,0004;0,0018
750,2;0,0015;0,0001;0,002;0,0014;0,0024;0,0005;0,0019
750,4;0,0017;-0,0002;0,0023;0,001;0,0028;0;0,002
750,6;0,0018;-0,0004;0,0023;0,0007;0,0028;1E-04;0,002
750,8;0,0018;-0,0005;0,0021;0,0008;0,0027;0,0002;0,002
751;0,0015;-0,0005;0,0022;0,0008;0,0027;0;0,002
751,2;0,0016;-0,0003;0,0024;0,0008;0,003;0,0002;0,0022
751,4;0,0017;-0,0004;0,0021;0,0006;0,0027;0,0002;0,0021
751,6;0,002;-0,0006;0,0024;0,0005;0,0028;0;0,0023
751,8;0,002;-0,0002;0,0026;0,0008;0,0032;0,0002;0,0026
752;0,0019;0,0001;0,0025;0,0009;0,003;0,0002;0,0022
752,2;0,0019;0;0,0023;0,0011;0,003;0,0002;0,0021
752,4;0,0018;-0,0002;0,0022;0,001;0,0029;0,0002;0,0019
752,6;0,0017;-0,0001;0,0024;0,001;0,0029;0,0005;0,002
752,8;0,0016;-0,0003;0,0022;0,0008;0,0027;0,0002;0,0021
753;0,0017;-0,0006;0,0021;0,0006;0,0027;0;0,002
753,2;0,0021;-0,0005;0,0026;0,0005;0,0031;0,0003;0,0023
753,4;0,0019;-0,0004;0,0027;0,0006;0,0032;0,0004;0,0022
753,6;0,0019;1E-04;0,0024;0,0009;0,003;0,0008;0,0019
753,8;0,0018;0;0,0022;0,0007;0,0029;0,0003;0,0019
754;0,0018;-0,0004;0,0021;0,0006;0,0029;0,0001;0,002
754,2;0,0018;-0,0004;0,0021;0,0009;0,0028;0;0,0018
754,4;0,0017;-0,0003;0,0024;0,0009;0,0028;0,0002;0,002
754,6;0,0018;-0,0001;0,0024;0,0007;0,0029;0,0003;0,0022
754,8;0,0019;-1E-04;0,0022;0,0008;0,0028;0,0005;0,0021
755;0,0018;-1E-04;0,002;0,0011;0,0026;0,0005;0,002
755,2;0,002;0,0003;0,0024;0,0012;0,0027;0,0006;0,0023
755,4;0,002;0,0002;0,0027;0,0012;0,0028;0,001;0,0023
755,6;0,0018;-0,0001;0,0026;0,001;0,0028;0,0007;0,0021
755,8;0,0016;0,0001;0,0024;0,001;0,0027;0,0003;0,0021
756;0,0018;0;0,0024;0,0008;0,0029;0;0,0023
756,2;0,0017;-0,0002;0,0022;0,0009;0,0028;1E-04;0,0022
756,4;0,0017;-0,0001;0,0022;0,0009;0,0028;1E-04;0,002
756,6;0,0018;-0,0003;0,0025;0,0007;0,0028;0,0002;0,002
756,8;0,0016;-0,0003;0,0021;0,0006;0,0025;1E-04;0,0016
757;0,0017;-0,0002;0,0022;0,0005;0,0028;0;0,0018
757,2;0,0015;0;0,0021;0,0007;0,0028;1E-04;0,0015
757,4;0,0016;-1E-04;0,0022;0,0009;0,0029;0,0005;0,0018
757,6;0,0018;-0,0002;0,0024;0,0011;0,003;0,0007;0,0022
757,8;0,0015;-0,0002;0,0021;0,0011;0,0029;0,0004;0,0018
758;0,0015;-0,0003;0,0019;0,0009;0,0027;0,0002;0,0016
758,2;0,0015;-0,0001;0,002;0,0008;0,0026;0;0,0017
758,4;0,0018;-0,0001;0,0026;0,0007;0,0028;0,0002;0,002
758,6;0,0019;0;0,0027;0,0009;0,003;0,0004;0,0021
758,8;0,0017;-1E-04;0,0024;0,0009;0,0029;0,0002;0,0018
759;0,0019;0;0,0026;0,0011;0,003;0,0002;0,0021
759,2;0,0022;0,0003;0,0029;0,0008;0,0033;0,0003;0,0026
759,4;0,0018;0;0,0025;0,0005;0,0031;0;0,0023
759,6;0,0014;-0,0002;0,0019;0,0009;0,0027;-0,0001;0,0021
759,8;-0,0021;-0,0005;-0,0007;0,0038;0,0016;-0,0007;0,0024
760;-0,002;-0,0003;-0,0003;0,0037;0,0018;-0,0006;0,0026
760,2;0,0017;0;0,0022;0,0005;0,0027;0,0001;0,002
760,4;0,0019;1E-04;0,0021;0,0006;0,0027;0;0,0019
760,6;0,0022;0,0001;0,0025;0,0006;0,003;-0,0002;0,0021
760,8;0,0018;-0,0003;0,0022;0,0006;0,003;-0,0001;0,002
761;0,0019;-0,0006;0,0024;0,0006;0,0031;0;0,0024
761,2;0,0019;-0,0004;0,0024;0,0005;0,003;0,0001;0,0022
761,4;0,0019;0;0,0023;0,0005;0,003;0,0004;0,0021
761,6;0,0021;-0,0002;0,0023;0,0005;0,003;0,0002;0,0023
761,8;0,0017;-0,0004;0,0021;0,0004;0,0026;-0,0002;0,0021
762;0,002;-0,0001;0,0021;0,0004;0,0028;-0,0005;0,0021
762,2;0,0021;0;0,0023;0,0008;0,0031;-0,0001;0,0023
762,4;0,002;-0,0003;0,0022;0,0008;0,003;0;0,0023
762,6;0,002;-0,0003;0,0021;0,0008;0,0029;-0,0002;0,0022
762,8;0,0017;-0,0002;0,0021;0,0009;0,0027;0,0003;0,002
763;0,0019;-0,0004;0,0023;0,0008;0,0028;0,0001;0,0021
763,2;0,0018;-0,0003;0,0022;0,0007;0,0028;0,0001;0,002
763,4;0,0017;-0,0002;0,0023;0,0007;0,0029;0,0002;0,0022
763,6;0,0014;-0,0004;0,0021;0,0008;0,0027;0;0,0019
763,8;0,0015;-0,0005;0,0019;0,0005;0,0026;-1E-04;0,0017
764;0,0017;-0,0004;0,0021;0,0001;0,0027;-0,0002;0,0019
764,2;0,0019;-0,0002;0,0023;0,0003;0,0031;-0,0002;0,0021
764,4;0,0021;-0,0002;0,0027;0,0006;0,0035;-0,0001;0,0023
764,6;0,002;-0,0001;0,0026;0,0008;0,0033;0,0001;0,002
764,8;0,0019;0;0,0024;0,0008;0,003;0,0001;0,0021
765;0,002;-0,0002;0,0027;0,0007;0,003;-1E-04;0,0024
765,2;0,0025;-0,0004;0,0027;0,0004;0,0033;-0,0003;0,0026
765,4;0,0023;-0,0005;0,0025;0,0004;0,0034;-0,0002;0,0025
765,6;0,0023;-0,0005;0,0025;0,0008;0,0031;0,0001;0,0024
765,8;0,0021;-0,0004;0,0024;0,001;0,0026;0;0,0019
766;0,0022;-0,0002;0,0024;0,0008;0,003;0,0003;0,0022
766,2;0,0021;-0,0002;0,0026;0,0008;0,0031;0,0002;0,0026
766,4;0,0018;-0,0005;0,0024;0,0005;0,0029;-0,0001;0,0024
766,6;0,0022;-0,0002;0,0025;0,0005;0,0029;0,0001;0,0025
766,8;0,0019;-0,0002;0,0024;0,0003;0,0029;-0,0002;0,0022
767;0,0018;-0,0004;0,0022;0,0004;0,0029;-0,0002;0,0021
767,2;0,002;-0,0004;0,0023;0,0007;0,0029;-1E-04;0,0021
767,4;0,002;-0,0005;0,0023;0,0006;0,0027;0;0,0022
767,6;0,0018;-0,0002;0,0024;0,0007;0,0028;0;0,0021
767,8;0,002;-0,0002;0,0024;0,0005;0,003;0;0,0021
768;0,0022;-0,0002;0,0025;0,0008;0,0029;0,0001;0,0022
768,2;0,0015;-0,0002;0,0021;0,0007;0,0024;0;0,0016
768,4;0,0016;-0,0004;0,0023;0,0007;0,0026;0,0002;0,0018
768,6;0,0023;-0,0003;0,0025;0,0008;0,0031;0;0,0021
768,8;0,0026;-0,0003;0,0026;0,0006;0,0032;0;0,0024
769;0,0026;0,0001;0,0029;0,0008;0,0034;0,0002;0,0026
769,2;0,0024;1E-04;0,0027;0,0009;0,0033;0;0,0024
769,4;0,0022;-0,0002;0,0026;0,0009;0,003;-1E-04;0,0023
769,6;0,002;-0,0002;0,0024;0,0009;0,0029;-1E-04;0,002
769,8;0,0022;-0,0001;0,0027;0,0009;0,003;0,0003;0,0024
770;0,0023;-0,0003;0,0025;0,0006;0,0029;-1E-04;0,0023
770,2;0,0022;-0,0006;0,0025;0,0006;0,0029;-0,0002;0,0022
770,4;0,002;-0,0004;0,0024;0,0007;0,0029;-0,0001;0,002
770,6;0,0021;-0,0005;0,0024;0,0006;0,0029;0;0,0021
770,8;0,0021;-0,0003;0,0026;0,0008;0,0028;1E-04;0,0022
771;0,002;-0,0003;0,0026;0,0006;0,003;0;0,0023
771,2;0,0019;-0,0004;0,0025;0,0006;0,0031;-0,0001;0,0024
771,4;0,0018;-0,0003;0,0023;0,0007;0,0028;-0,0005;0,0022
771,6;0,0019;-0,0003;0,0027;0,0008;0,0028;-1E-04;0,0024
771,8;0,0024;-0,0001;0,0031;0,0006;0,003;0,0002;0,0026
772;0,0025;-0,0003;0,0029;0,0003;0,0032;-0,0001;0,0025
772,2;0,0019;-0,0002;0,0023;0,0004;0,0029;-0,0002;0,002
772,4;0,0018;1E-04;0,0023;0,0006;0,0025;0;0,0019
772,6;0,0021;0;0,0027;0,0008;0,0028;0,0001;0,0022
772,8;0,0025;-0,0001;0,0031;0,0005;0,0032;-0,0001;0,0025
773;0,0026;-0,0001;0,003;0,0007;0,0035;1E-04;0,0028
773,2;0,0023;-0,0002;0,0024;0,0009;0,0034;-0,0001;0,0025
773,4;0,0021;-0,0004;0,0022;0,0005;0,0032;-0,0002;0,0024
773,6;0,0019;-1E-04;0,0021;0,0005;0,0031;-0,0003;0,0022
773,8;0,002;0,0002;0,0026;0,0004;0,0033;-0,0002;0,0021
774;0,0021;0,0001;0,0028;0,0006;0,0031;0,0002;0,002
774,2;0,002;1E-04;0,0028;0,0008;0,003;1E-04;0,0021
774,4;0,0019;-0,0004;0,0026;0,0006;0,0032;-0,0001;0,0021
774,6;0,0021;-0,0002;0,0025;0,0008;0,003;0;0,0023
774,8;0,002;-0,0002;0,0026;0,0008;0,003;0;0,0024
775;0,0019;-0,0005;0,0025;0,0005;0,003;-0,0002;0,0021
775,2;0,0021;-0,0003;0,0026;0,0007;0,0031;0;0,0024
775,4;0,0022;-0,0003;0,0026;0,0009;0,0029;0,0002;0,002
775,6;0,0022;-1E-04;0,0028;0,0006;0,0031;-0,0003;0,0021
775,8;0,0021;-1E-04;0,0026;0,0007;0,003;-0,0003;0,0023
776;0,0022;-0,0002;0,0024;0,0011;0,0027;0,0001;0,0023
776,2;0,0026;-0,0002;0,0027;0,001;0,0031;0,0001;0,0024
776,4;0,0023;0;0,0028;0,0008;0,0031;0,0001;0,0021
776,6;0,002;-0,0003;0,0026;0,0004;0,003;0;0,002
776,8;0,0023;-0,0005;0,0025;0,0005;0,003;-0,0004;0,0023
777;0,0023;-0,0003;0,0024;0,0008;0,003;-0,0003;0,0022
777,2;0,0022;-0,0004;0,0023;0,0008;0,003;0;0,0022
777,4;0,0023;-0,0002;0,0027;0,0008;0,0032;0,0002;0,0026
777,6;0,0022;0,0001;0,0026;0,0011;0,003;0,0003;0,0026
777,8;0,0021;0,0002;0,0026;0,0011;0,0029;0,0004;0,0025
778;0,0022;0,0002;0,0028;0,0008;0,003;0,0004;0,0024
778,2;0,0022;-0,0002;0,0027;0,0005;0,0031;0,0001;0,0019
778,4;0,0021;-0,0002;0,0027;0,0008;0,0031;0,0003;0,0021
778,6;0,0019;-0,0004;0,0025;0,0008;0,0028;0,0002;0,0019
778,8;0,0023;-0,0004;0,0026;0,0009;0,0028;-1E-04;0,0021
779;0,0021;-0,0004;0,0024;0,0007;0,0028;-0,0001;0,0019
779,2;0,002;-0,0001;0,0025;0,0009;0,0027;1E-04;0,0021
779,4;0,0021;0;0,0026;0,0011;0,0027;0,0003;0,0024
779,6;0,0019;-0,0001;0,0024;0,0008;0,0029;0,0001;0,0022
779,8;0,0018;-0,0001;0,0025;0,0008;0,0031;0;0,0026
780;0,002;-0,0001;0,0028;0,0007;0,0033;0,0002;0,0026
780,2;0,0023;0,0004;0,0029;0,0009;0,0031;1E-04;0,0024
780,4;0,0022;0,0003;0,0025;0,0008;0,0029;0,0001;0,0023
780,6;0,0021;-0,0002;0,0024;0,0009;0,003;1E-04;0,0024
780,8;0,0021;-0,0002;0,0025;0,0007;0,0032;0,0003;0,0024
781;0,0021;-0,0003;0,0027;0,0006;0,0033;0,0004;0,0022
781,2;0,0023;-0,0004;0,0026;0,0006;0,0034;1E-04;0,0025
781,4;0,0021;-0,0004;0,0023;0,0007;0,003;0,0001;0,0021
781,6;0,0021;-1E-04;0,0023;0,0011;0,0031;0,0003;0,0021
781,8;0,0023;0;0,0027;0,0011;0,0032;0,0006;0,0025
782;0,0024;0,0001;0,0028;0,0011;0,0029;0,0006;0,0023
782,2;0,0024;0;0,0025;0,001;0,0031;0,0004;0,0022
782,4;0,0021;-0,0003;0,0024;0,001;0,0031;1E-04;0,0021
782,6;0,0019;-0,0003;0,0025;0,001;0,0029;0,0002;0,0018
782,8;0,0018;-0,0004;0,0027;0,0006;0,0032;0,0002;0,0019
783;0,002;-0,0002;0,0028;0,0005;0,0032;0,0001;0,0024
783,2;0,002;-0,0002;0,0024;0,0006;0,003;0,0002;0,002
783,4;0,0022;-0,0004;0,0025;0,001;0,0031;0,0003;0,002
783,6;0,0022;-0,0004;0,0028;0,0006;0,0032;0;0,0024
783,8;0,0022;-0,0002;0,003;0,0007;0,0034;-1E-04;0,0024
784;0,0024;0,0001;0,0027;0,001;0,0033;0,0002;0,0022
784,2;0,0023;-0,0004;0,0028;0,0007;0,0032;-1E-04;0,002
784,4;0,0021;-0,0002;0,0028;0,0011;0,0031;0,0001;0,0022
784,6;0,0019;-1E-04;0,0026;0,0009;0,0028;0,0002;0,0022
784,8;0,0018;1E-04;0,0024;0,0006;0,0026;0,0002;0,002
785;0,0019;0,0004;0,0022;0,0007;0,0028;0,0001;0,0019
785,2;0,0022;0,0002;0,0022;0,001;0,0029;-1E-04;0,0018
785,4;0,0019;-0,0001;0,0021;0,0007;0,0026;-0,0001;0,002
785,6;0,002;-0,0003;0,0025;0,0008;0,0029;0,0001;0,0025
785,8;0,0023;0,0001;0,0023;0,0012;0,0031;0,0004;0,0024
786;0,0022;0;0,0026;0,0008;0,0031;0,0002;0,0024
786,2;0,002;-0,0003;0,0026;0,0004;0,0032;-0,0002;0,0025
786,4;0,0018;-0,0005;0,0024;0,0006;0,0029;-0,0001;0,0023
786,6;0,0019;-0,0004;0,0028;0,0009;0,0028;1E-04;0,0024
786,8;0,0019;-0,0001;0,0024;0,0008;0,0031;-0,0003;0,0024
787;0,0021;-1E-04;0,0025;0,0004;0,0032;-0,0002;0,0024
787,2;0,0019;-0,0001;0,0025;0,0006;0,0032;1E-04;0,0024
787,4;0,002;-0,0004;0,0027;0,0007;0,0035;-0,0003;0,0023
787,6;0,0024;-0,0001;0,0028;0,0008;0,0031;0;0,0024
787,8;0,0024;-0,0001;0,0029;0,0009;0,0031;0,0004;0,0027
788;0,0026;0;0,0031;0,0012;0,0032;0,0003;0,0028
788,2;0,0023;1E-04;0,0027;0,0009;0,003;0,0003;0,0023
788,4;0,0021;-0,0002;0,0026;0,0005;0,0028;-0,0001;0,0022
788,6;0,002;0;0,0022;0,0009;0,003;0,0002;0,002
788,8;0,0022;-0,0001;0,0024;0,0009;0,0034;0,0005;0,0021
789;0,0022;-0,0002;0,0028;0,0009;0,0032;0,0005;0,0025
789,2;0,0019;-1E-04;0,0026;0,001;0,003;0,0005;0,0021
789,4;0,0022;-0,0004;0,0025;0,0009;0,003;-0,0002;0,0019
789,6;0,0025;-0,0006;0,0027;0,0008;0,0034;-0,0002;0,0025
789,8;0,0025;-0,0002;0,003;0,0009;0,0034;0,0002;0,0028
790;0,0022;0;0,003;0,0012;0,0034;0,0003;0,0025
790,2;0,0017;-0,0002;0,0028;0,0005;0,003;-1E-04;0,0023
790,4;0,0016;-0,0003;0,0024;0,0005;0,0026;-1E-04;0,0022
790,6;0,002;-0,0002;0,0024;0,0008;0,0028;0,0001;0,0022
790,8;0,0022;-0,0001;0,0026;0,001;0,003;0,0003;0,0023
791;0,0019;-0,0003;0,0027;0,001;0,0028;0;0,0022
791,2;0,0014;0;0,0023;0,0009;0,0025;0,0001;0,002
791,4;0,0017;-0,0001;0,0021;0,001;0,0028;1E-04;0,0023
791,6;0,0028;-0,0001;0,0029;0,0009;0,0033;1E-04;0,0027
791,8;0,0028;0,0002;0,003;0,001;0,0032;0,0005;0,0028
792;0,002;0,0001;0,0026;0,0008;0,003;0,0004;0,0027
792,2;0,0021;0,0001;0,0029;0,001;0,0029;0,0004;0,0025
792,4;0,0024;-0,0002;0,0029;0,0009;0,0031;0,0002;0,0023
792,6;0,0027;-0,0002;0,0029;0,0008;0,0032;0,0002;0,0022
792,8;0,0027;-0,0001;0,0026;0,001;0,0027;0,0004;0,0022
793;0,0025;0;0,0028;0,0008;0,003;0,0002;0,0023
793,2;0,0024;1E-04;0,0026;0,0008;0,0034;0;0,0023
793,4;0,0023;0;0,0024;0,0006;0,0033;0,0002;0,0024
793,6;0,0025;0;0,0025;0,0008;0,0032;0,0005;0,0024
793,8;0,0024;0;0,0026;0,0007;0,003;0,0002;0,0026
794;0,0023;0;0,0026;0,0009;0,0027;0,0003;0,0023
794,2;0,0024;-0,0003;0,0025;0,0009;0,003;0,0002;0,0022
794,4;0,0022;1E-04;0,0026;0,0009;0,0033;0,0003;0,0023
794,6;0,0022;0;0,0026;0,0009;0,0034;0,0002;0,0023
794,8;0,002;-0,0002;0,0025;0,0006;0,0031;-0,0002;0,0023
795;0,002;-0,0002;0,0024;0,0005;0,003;-0,0003;0,002
795,2;0,0024;-0,0003;0,0027;0,0005;0,0035;-1E-04;0,0023
795,4;0,0027;-0,0001;0,0031;0,0009;0,0038;0;0,0028
795,6;0,0023;0;0,0028;0,0009;0,0033;-0,0001;0,0025
795,8;0,0019;0,0001;0,0024;0,001;0,0027;0,0002;0,002
796;0,0025;-0,0002;0,0026;0,0008;0,0031;1E-04;0,0023
796,2;0,0024;-0,0004;0,0026;0,0004;0,0029;0,0001;0,0023
796,4;0,002;-0,0004;0,0025;0,0006;0,0027;0,0001;0,0021
796,6;0,0021;-1E-04;0,0027;0,0008;0,0033;0,0002;0,0026
796,8;0,0022;-0,0002;0,0028;0,0006;0,0035;0,0002;0,0027
797;0,002;-0,0004;0,0024;0,0007;0,0032;0,0002;0,0021
797,2;0,002;-0,0002;0,0024;0,0009;0,0029;0,0002;0,0022
797,4;0,0019;-1E-04;0,0022;0,0008;0,0026;0,0002;0,0022
797,6;0,0022;-0,0001;0,0023;0,0004;0,0028;0,0003;0,0023
797,8;0,0023;-0,0004;0,0025;0,0004;0,0029;0,0001;0,0025
798;0,0022;-0,0003;0,0025;0,0007;0,0029;0;0,0022
798,2;0,0024;-0,0005;0,0028;0,0007;0,003;-0,0001;0,0021
798,4;0,0026;-0,0004;0,0028;0,0004;0,0034;0,0001;0,0024
798,6;0,0025;0,0001;0,0027;0,0005;0,0031;0,0003;0,0024
798,8;0,0023;0,0001;0,0024;0,0008;0,003;0,0004;0,0023
799;0,002;1E-04;0,0024;0,0008;0,0031;0,0004;0,002
799,2;0,0023;-0,0001;0,0025;0,0008;0,0031;-0,0001;0,002
