wavelength;s2.3-s1.3;s4.3-s3.3
444;0,0003;0,0025
443,9;3,00E-04;0,0023
443,8;0,0003;0,0024
443,7;5,00E-04;0,0023
443,6;0,0007;0,0025
443,5;8,00E-04;0,0028
443,4;0,0005;0,0027
443,3;7,00E-04;0,0027
443,2;0,0005;0,0025
443,1;8,00E-04;0,0026
443;0,0008;0,0025
442,9;9,00E-04;0,0026
442,8;0,0008;0,0026
442,7;5,00E-04;0,0024
442,6;0,0006;0,0025
442,5;3,00E-04;0,0023
442,4;1E-04;0,0022
442,3;1,00E-04;0,0021
442,2;0;0,0021
442,1;2,00E-04;0,0022
442;0,0005;0,0025
441,9;4,00E-04;0,0027
441,8;0,0004;0,0025
441,7;6,00E-04;0,0027
441,6;0,0005;0,0026
441,5;7,00E-04;0,0025
441,4;0,0008;0,0028
441,3;8,00E-04;0,0029
441,2;0,0008;0,0027
441,1;9,00E-04;0,0027
441;0,0008;0,0026
440,9;7,00E-04;0,0025
440,8;0,0006;0,0025
440,7;6,00E-04;0,0024
440,6;0,0006;0,0022
440,5;5,00E-04;0,0023
440,4;0,0008;0,0024
440,3;5,00E-04;0,0024
440,2;0,0006;0,0025
440,1;6,00E-04;0,0026
440;0,0007;0,0026
439,9;6,00E-04;0,0026
439,8;0,0005;0,0027
439,7;5,00E-04;0,0026
439,6;0,0005;0,0027
439,5;7,00E-04;0,0028
439,4;0,0007;0,0028
439,3;7,00E-04;0,0028
439,2;0,0007;0,0027
439,1;7,00E-04;0,0026
439;0,0007;0,0026
438,9;8,00E-04;0,0024
438,8;0,0005;0,0024
438,7;5,00E-04;0,0025
438,6;0,0006;0,0025
438,5;5,00E-04;0,0028
438,4;0,0008;0,0029
438,3;7,00E-04;0,0029
438,2;0,0007;0,0028
438,1;6,00E-04;0,0024
438;0,0007;0,0025
437,9;5,00E-04;0,0025
437,8;0,0008;0,0025
437,7;7,00E-04;0,0027
437,6;0,0009;0,0027
437,5;8,00E-04;0,0028
437,4;0,0007;0,0029
437,3;1,00E-03;0,0032
437,2;0,0007;0,0032
437,1;8,00E-04;0,0031
437;0,0007;0,0028
436,9;5,00E-04;0,0025
436,8;0,0008;0,0027
436,7;7,00E-04;0,0026
436,6;0,001;0,0028
436,5;1,20E-03;0,003
436,4;0,0009;0,0029
436,3;8,00E-04;0,0028
436,2;0,0007;0,0027
436,1;8,00E-04;0,0029
436;0,0009;0,0028
435,9;9,00E-04;0,0026
435,8;0,0008;0,0026
435,7;7,00E-04;0,0027
435,6;0,0006;0,0025
435,5;5,00E-04;0,0025
435,4;0,0006;0,0024
435,3;8,00E-04;0,0025
435,2;0,0009;0,0026
435,1;1,00E-03;0,0026
435;0,001;0,0027
434,9;9,00E-04;0,0027
434,8;0,0008;0,0027
434,7;9,00E-04;0,003
434,6;0,0009;0,0029
434,5;9,00E-04;0,003
434,4;0,001;0,0028
434,3;1,00E-03;0,0028
434,2;0,0007;0,0026
434,1;8,00E-04;0,0027
434;0,0008;0,0028
433,9;8,00E-04;0,0025
433,8;0,0007;0,0024
433,7;9,00E-04;0,0023
433,6;0,0008;0,0023
433,5;9,00E-04;0,0023
433,4;0,0008;0,0024
433,3;7,00E-04;0,0023
433,2;0,0008;0,0024
433,1;8,00E-04;0,0026
433;0,0007;0,0027
432,9;7,00E-04;0,0029
432,8;0,0007;0,0029
432,7;7,00E-04;0,0027
432,6;0,0009;0,0026
432,5;8,00E-04;0,0026
432,4;0,0006;0,0026
432,3;4,00E-04;0,0026
432,2;0,0004;0,0027
432,1;6,00E-04;0,0025
432;0,0008;0,0027
431,9;1,00E-03;0,0028
431,8;0,0011;0,0029
431,7;1,10E-03;0,0029
431,6;0,0011;0,0029
431,5;9,00E-04;0,0028
431,4;0,001;0,0027
431,3;9,00E-04;0,0026
431,2;0,0008;0,0026
431,1;1,00E-03;0,0025
431;0,0009;0,0027
430,9;9,00E-04;0,0027
430,8;0,0007;0,0026
430,7;7,00E-04;0,0027
430,6;0,0006;0,0025
430,5;7,00E-04;0,0024
430,4;0,0008;0,0026
430,3;1,10E-03;0,0026
430,2;0,0011;0,0027
430,1;1,00E-03;0,0028
430;0,0008;0,0026
429,9;1,00E-03;0,0029
429,8;0,001;0,0029
429,7;1,00E-03;0,0031
429,6;0,0011;0,0032
429,5;8,00E-04;0,0031
429,4;0,0005;0,0029
429,3;6,00E-04;0,0027
429,2;0,0005;0,0028
429,1;6,00E-04;0,0029
429;0,0008;0,0029
428,9;9,00E-04;0,003
428,8;0,001;0,0029
428,7;1,00E-03;0,0027
428,6;0,001;0,0028
428,5;1,00E-03;0,0029
428,4;0,0009;0,0029
428,3;7,00E-04;0,0028
428,2;0,0008;0,0026
428,1;9,00E-04;0,0025
428;0,0009;0,0027
427,9;1,10E-03;0,0027
427,8;0,0012;0,0028
427,7;1,00E-03;0,0027
427,6;0,0011;0,0029
427,5;1,20E-03;0,0029
427,4;0,0012;0,003
427,3;1,30E-03;0,0031
427,2;0,0013;0,003
427,1;1,00E-03;0,0029
427;0,0007;0,003
426,9;9,00E-04;0,0029
426,8;0,0007;0,0029
426,7;8,00E-04;0,0029
426,6;0,001;0,003
426,5;8,00E-04;0,0029
426,4;0,0009;0,0028
426,3;9,00E-04;0,0027
426,2;0,0008;0,0027
426,1;7,00E-04;0,0028
426;0,0007;0,0026
425,9;7,00E-04;0,0027
425,8;0,0008;0,0025
425,7;7,00E-04;0,0025
425,6;0,0007;0,0028
425,5;7,00E-04;0,003
425,4;0,0007;0,0032
425,3;9,00E-04;0,0033
425,2;0,0007;0,0029
425,1;8,00E-04;0,0027
425;0,0009;0,0028
424,9;8,00E-04;0,0026
424,8;0,001;0,0028
424,7;9,00E-04;0,0027
424,6;0,0011;0,0029
424,5;1,20E-03;0,0031
424,4;0,0013;0,0032
424,3;1,30E-03;0,0033
424,2;0,0014;0,0032
424,1;1,40E-03;0,0033
424;0,0012;0,0031
423,9;1,00E-03;0,0031
423,8;0,0008;0,0029
423,7;9,00E-04;0,003
423,6;0,0008;0,003
423,5;8,00E-04;0,003
423,4;0,0008;0,003
423,3;7,00E-04;0,0028
423,2;0,0007;0,0028
423,1;7,00E-04;0,0029
423;0,001;0,0032
422,9;7,00E-04;0,003
422,8;0,0009;0,0031
422,7;1,00E-03;0,003
422,6;0,0006;0,0028
422,5;9,00E-04;0,003
422,4;0,0011;0,0031
422,3;1,20E-03;0,003
422,2;0,0014;0,0031
422,1;1,40E-03;0,003
422;0,0012;0,0028
421,9;1,30E-03;0,0029
421,8;0,0011;0,003
421,7;1,10E-03;0,0032
421,6;0,0011;0,0029
421,5;8,00E-04;0,0026
421,4;0,001;0,0026
421,3;1,20E-03;0,0027
421,2;0,0011;0,003
421,1;1,20E-03;0,0034
421;0,001;0,0034
420,9;9,00E-04;0,0032
420,8;0,0009;0,003
420,7;1,10E-03;0,0028
420,6;0,001;0,0028
420,5;1,00E-03;0,0029
420,4;0,0009;0,0031
420,3;8,00E-04;0,0033
420,2;0,001;0,0033
420,1;1,00E-03;0,0036
420;0,0012;0,0036
419,9;1,10E-03;0,0036
419,8;0,0011;0,0031
419,7;1,00E-03;0,003
419,6;0,001;0,003
419,5;1,00E-03;0,0029
419,4;0,0011;0,0034
419,3;1,10E-03;0,0032
419,2;0,0012;0,0031
419,1;1,30E-03;0,0031
419;0,0011;0,003
418,9;1,10E-03;0,003
418,8;0,0009;0,0031
418,7;1,00E-03;0,0031
418,6;0,0012;0,003
418,5;1,30E-03;0,0033
418,4;0,0011;0,0032
418,3;1,10E-03;0,0033
418,2;0,001;0,0031
418,1;1,10E-03;0,0032
418;0,001;0,0033
417,9;1,10E-03;0,0033
417,8;0,0012;0,0035
417,7;1,20E-03;0,0032
417,6;0,0014;0,0034
417,5;1,10E-03;0,0031
417,4;0,0012;0,0032
417,3;1,20E-03;0,0031
417,2;0,0012;0,0031
417,1;1,30E-03;0,0031
417;0,0012;0,003
416,9;1,10E-03;0,0031
416,8;0,001;0,0029
416,7;1,00E-03;0,0027
416,6;0,001;0,0029
416,5;1,20E-03;0,0031
416,4;0,0013;0,0033
416,3;1,40E-03;0,0035
416,2;0,0014;0,0037
416,1;-2,00E-04;0,0021
416;-0,0003;0,0019
415,9;-4,00E-04;0,002
415,8;-0,0004;0,0019
415,7;1,00E-03;0,0032
415,6;0,0011;0,0033
415,5;8,00E-04;0,003
415,4;0,001;0,0033
415,3;1,20E-03;0,0034
415,2;0,0012;0,0036
415,1;1,40E-03;0,0037
415;0,0011;0,0034
414,9;1,50E-03;0,0036
414,8;0,0013;0,0033
414,7;1,40E-03;0,0033
414,6;0,0016;0,0037
414,5;1,30E-03;0,0033
414,4;0,0014;0,0034
414,3;1,50E-03;0,0036
414,2;0,0014;0,0034
414,1;1,50E-03;0,0035
414;0,0015;0,0033
413,9;1,40E-03;0,003
413,8;0,0014;0,0032
413,7;1,40E-03;0,0033
413,6;0,0013;0,0033
413,5;1,30E-03;0,0035
413,4;0,0012;0,0034
413,3;1,30E-03;0,0035
413,2;0,0011;0,0034
413,1;1,20E-03;0,0036
413;0,0013;0,0036
412,9;1,30E-03;0,0036
412,8;0,0014;0,0037
412,7;1,40E-03;0,0036
412,6;0,0013;0,0035
412,5;1,50E-03;0,0035
412,4;0,0013;0,0033
412,3;1,30E-03;0,0034
412,2;0,0015;0,0034
412,1;1,70E-03;0,0037
412;0,0016;0,0036
411,9;1,50E-03;0,0038
411,8;0,0015;0,0037
411,7;1,40E-03;0,0034
411,6;0,0015;0,0036
411,5;1,60E-03;0,0036
411,4;0,0016;0,0036
411,3;1,70E-03;0,0039
411,2;0,0017;0,0037
411,1;1,50E-03;0,0038
411;0,0016;0,0037
410,9;1,70E-03;0,0036
410,8;0,0018;0,0038
410,7;1,80E-03;0,0034
410,6;0,0017;0,0033
410,5;1,80E-03;0,0036
410,4;0,0015;0,0036
410,3;1,40E-03;0,0036
410,2;0,0013;0,0034
410,1;1,20E-03;0,0033
410;0,0014;0,0033
409,9;1,40E-03;0,0034
409,8;0,0016;0,0039
409,7;1,60E-03;0,0039
409,6;0,0017;0,0038
409,5;1,60E-03;0,0036
409,4;0,0014;0,0034
409,3;1,50E-03;0,0032
409,2;0,0013;0,0032
409,1;1,30E-03;0,0033
409;0,0013;0,0037
408,9;1,30E-03;0,0034
408,8;0,0015;0,0034
408,7;2,00E-03;0,0036
408,6;0,0022;0,0035
408,5;2,20E-03;0,0036
408,4;0,0022;0,0037
408,3;1,70E-03;0,0034
408,2;0,002;0,0037
408,1;2,10E-03;0,0039
408;0,0021;0,0039
407,9;2,00E-03;0,004
407,8;0,0021;0,004
407,7;2,10E-03;0,004
407,6;0,002;0,0039
407,5;2,20E-03;0,004
407,4;0,0021;0,0039
407,3;2,00E-03;0,0039
407,2;0,0021;0,0039
407,1;1,90E-03;0,0035
407;0,0018;0,0035
406,9;2,00E-03;0,0036
406,8;0,002;0,0034
406,7;2,00E-03;0,0036
406,6;0,0021;0,0037
406,5;1,70E-03;0,0035
406,4;0,0018;0,0037
406,3;1,90E-03;0,0036
406,2;0,002;0,0034
406,1;2,00E-03;0,0037
406;0,002;0,0038
405,9;2,10E-03;0,0038
405,8;0,0023;0,0039
405,7;2,50E-03;0,0039
405,6;0,0024;0,004
405,5;2,10E-03;0,0039
405,4;0,002;0,0038
405,3;1,90E-03;0,0037
405,2;0,0019;0,0034
405,1;2,00E-03;0,0034
405;0,0022;0,0037
404,9;2,20E-03;0,0037
404,8;0,0022;0,0038
404,7;2,20E-03;0,0038
404,6;0,0024;0,0039
404,5;2,20E-03;0,0039
404,4;0,0022;0,0038
404,3;2,10E-03;0,0038
404,2;0,0019;0,0037
404,1;2,00E-03;0,004
404;0,0021;0,0041
403,9;2,10E-03;0,0041
403,8;0,0021;0,004
403,7;2,00E-03;0,0038
403,6;0,0019;0,0038
403,5;1,90E-03;0,0036
403,4;0,0019;0,0036
403,3;1,80E-03;0,0035
403,2;0,0016;0,0035
403,1;1,60E-03;0,0034
403;0,0018;0,0037
402,9;1,60E-03;0,0038
402,8;0,0019;0,0037
402,7;1,90E-03;0,0036
402,6;0,0017;0,0035
402,5;1,80E-03;0,0036
402,4;0,0018;0,0036
402,3;2,00E-03;0,0038
402,2;0,0022;0,0038
402,1;2,10E-03;0,0036
402;0,0022;0,0038
401,9;2,30E-03;0,0039
401,8;0,0021;0,0039
401,7;2,00E-03;0,0039
401,6;0,002;0,0039
401,5;2,00E-03;0,0038
401,4;0,0021;0,0039
401,3;2,30E-03;0,0036
401,2;0,0023;0,0034
401,1;2,30E-03;0,0036
401;0,0023;0,0036
400,9;1,80E-03;0,0034
400,8;0,0016;0,0035
400,7;1,30E-03;0,0032
400,6;0,0015;0,0034
400,5;1,80E-03;0,0035
400,4;0,002;0,0038
400,3;2,10E-03;0,0038
400,2;0,0021;0,0038
400,1;1,90E-03;0,0036
400;0,0017;0,0034
399,9;1,60E-03;0,0035
399,8;0,0022;0,0037
399,7;2,40E-03;0,0041
399,6;0,0023;0,004
399,5;2,60E-03;0,0041
399,4;0,0022;0,004
399,3;2,10E-03;0,0039
399,2;0,0022;0,0043
399,1;1,80E-03;0,004
399;0,002;0,004
398,9;1,80E-03;0,0041
398,8;0,0019;0,0039
398,7;2,00E-03;0,0039
398,6;0,002;0,004
398,5;2,30E-03;0,0043
398,4;0,0024;0,0043
398,3;2,40E-03;0,0043
398,2;0,0025;0,0043
398,1;2,50E-03;0,0042
398;0,0024;0,0041
397,9;2,30E-03;0,0039
397,8;0,0022;0,0038
397,7;2,20E-03;0,0038
397,6;0,0023;0,004
397,5;2,50E-03;0,0044
397,4;0,0024;0,0044
397,3;2,10E-03;0,0042
397,2;0,0021;0,0043
397,1;2,00E-03;0,0042
397;0,0024;0,0042
396,9;2,40E-03;0,0044
396,8;0,0025;0,0041
396,7;2,60E-03;0,0041
396,6;0,0025;0,0041
396,5;2,50E-03;0,0041
396,4;0,0025;0,0041
396,3;2,80E-03;0,0046
396,2;0,0027;0,0046
396,1;2,70E-03;0,0046
396;0,0028;0,0046
395,9;2,50E-03;0,0043
395,8;0,0025;0,0042
395,7;2,50E-03;0,0042
395,6;0,0023;0,0043
395,5;2,40E-03;0,0044
395,4;0,0023;0,0045
395,3;2,20E-03;0,0042
395,2;0,0022;0,0043
395,1;2,20E-03;0,0044
395;0,0024;0,0046
394,9;2,50E-03;0,0048
394,8;0,0026;0,0045
394,7;2,40E-03;0,0044
394,6;0,0025;0,0042
394,5;2,10E-03;0,0039
394,4;0,0022;0,0039
394,3;2,50E-03;0,0039
394,2;0,0027;0,0041
394,1;3,00E-03;0,0045
394;0,0028;0,0046
393,9;2,90E-03;0,0048
393,8;0,0026;0,0046
393,7;2,60E-03;0,0045
393,6;0,0024;0,0044
393,5;2,30E-03;0,0043
393,4;0,0023;0,0043
393,3;2,10E-03;0,0043
393,2;0,0024;0,0043
393,1;2,40E-03;0,0044
393;0,0025;0,0044
392,9;2,50E-03;0,0043
392,8;0,0026;0,0046
392,7;2,60E-03;0,0046
392,6;0,0025;0,0045
392,5;2,50E-03;0,0047
392,4;0,0027;0,0049
392,3;2,80E-03;0,005
392,2;0,0032;0,0052
392,1;3,10E-03;0,005
392;0,003;0,0047
391,9;3,20E-03;0,0048
391,8;0,0031;0,0048
391,7;3,40E-03;0,0048
391,6;0,003;0,0046
391,5;2,90E-03;0,0046
391,4;0,0025;0,0044
391,3;2,40E-03;0,0044
391,2;0,0027;0,0046
391,1;2,80E-03;0,0046
391;0,003;0,0047
390,9;3,00E-03;0,0047
390,8;0,0029;0,0049
390,7;2,70E-03;0,0048
390,6;0,0026;0,0047
390,5;2,90E-03;0,0047
390,4;0,0031;0,0048
390,3;3,20E-03;0,005
390,2;0,003;0,0048
390,1;3,10E-03;0,005
390;0,003;0,005
389,9;2,90E-03;0,0048
389,8;0,0029;0,0049
389,7;2,90E-03;0,0049
389,6;0,0029;0,0047
389,5;2,90E-03;0,0046
389,4;0,0029;0,0049
389,3;3,10E-03;0,0051
389,2;0,0031;0,0051
389,1;3,40E-03;0,0054
389;0,0035;0,0051
388,9;3,60E-03;0,0053
388,8;0,0037;0,0053
388,7;3,70E-03;0,0054
388,6;0,0035;0,0053
388,5;3,50E-03;0,005
388,4;0,0033;0,005
388,3;3,30E-03;0,0049
388,2;0,0033;0,005
388,1;3,50E-03;0,0053
388;0,0037;0,0057
387,9;3,80E-03;0,0059
387,8;0,0038;0,0058
387,7;3,80E-03;0,0059
387,6;0,0036;0,0056
387,5;3,60E-03;0,0055
387,4;0,0037;0,0054
387,3;4,00E-03;0,0055
387,2;0,004;0,0054
387,1;4,00E-03;0,0056
387;0,0036;0,0053
386,9;3,50E-03;0,0053
386,8;0,0033;0,0048
386,7;3,50E-03;0,0048
386,6;0,0038;0,0051
386,5;3,80E-03;0,0052
386,4;0,0036;0,0054
386,3;3,50E-03;0,0051
386,2;0,0035;0,005
386,1;3,50E-03;0,0048
386;0,0036;0,0048
385,9;3,50E-03;0,0049
385,8;0,0037;0,0051
385,7;4,10E-03;0,0054
385,6;0,0042;0,0058
385,5;4,30E-03;0,0058
385,4;0,0044;0,0063
385,3;4,10E-03;0,0059
385,2;0,004;0,0059
385,1;4,20E-03;0,0058
385;0,0042;0,0057
384,9;4,40E-03;0,0058
384,8;0,0044;0,0057
384,7;4,50E-03;0,0059
384,6;0,0044;0,0057
384,5;4,40E-03;0,0058
384,4;0,0046;0,0058
384,3;4,40E-03;0,006
384,2;0,0043;0,0057
384,1;4,40E-03;0,006
384;0,0041;0,0057
383,9;4,20E-03;0,0056
383,8;0,0044;0,0057
383,7;4,20E-03;0,0056
383,6;0,0043;0,0056
383,5;4,40E-03;0,0057
383,4;0,0044;0,006
383,3;4,20E-03;0,0058
383,2;0,0042;0,0059
383,1;4,30E-03;0,0059
383;0,0041;0,006
382,9;4,30E-03;0,0062
382,8;0,0043;0,0061
382,7;4,30E-03;0,006
382,6;0,0043;0,0057
382,5;4,30E-03;0,0058
382,4;0,0045;0,0062
382,3;4,50E-03;0,0062
382,2;0,0049;0,0066
382,1;4,60E-03;0,0063
382;0,0049;0,0063
381,9;4,70E-03;0,0062
381,8;0,0047;0,006
381,7;4,70E-03;0,0061
381,6;0,0045;0,006
381,5;4,20E-03;0,0057
381,4;0,0044;0,006
381,3;4,70E-03;0,0064
381,2;0,0045;0,0063
381,1;5,00E-03;0,007
381;0,0047;0,0065
380,9;4,40E-03;0,0061
380,8;0,0043;0,0062
380,7;4,40E-03;0,006
380,6;0,0045;0,0063
380,5;4,50E-03;0,0063
380,4;0,0046;0,0063
380,3;4,80E-03;0,0062
380,2;0,005;0,006
380,1;5,60E-03;0,0064
380;0,0055;0,0065
379,9;5,50E-03;0,0066
379,8;0,0054;0,0068
379,7;4,80E-03;0,0065
379,6;0,0047;0,0064
379,5;4,90E-03;0,0064
379,4;0,0048;0,0064
379,3;5,10E-03;0,0064
379,2;0,0055;0,0066
379,1;5,30E-03;0,0064
379;0,0056;0,0064
378,9;5,40E-03;0,0064
378,8;0,0053;0,0064
378,7;5,70E-03;0,0068
378,6;0,0056;0,0068
378,5;5,60E-03;0,007
378,4;0,0056;0,0071
378,3;5,20E-03;0,0067
378,2;0,005;0,0065
378,1;5,10E-03;0,0064
378;0,0048;0,0063
377,9;4,90E-03;0,0065
377,8;0,0049;0,0065
377,7;5,10E-03;0,0065
377,6;0,0053;0,0065
377,5;5,40E-03;0,0068
377,4;0,0057;0,007
377,3;5,40E-03;0,0071
377,2;0,0057;0,0074
377,1;5,60E-03;0,007
377;0,0057;0,0069
376,9;5,50E-03;0,007
376,8;0,0054;0,007
376,7;5,30E-03;0,007
376,6;0,0055;0,0071
376,5;5,60E-03;0,0068
376,4;0,0055;0,0069
376,3;5,40E-03;0,0067
376,2;0,0053;0,007
376,1;5,60E-03;0,0072
376;0,0057;0,0071
375,9;6,20E-03;0,0073
375,8;0,0062;0,0074
375,7;5,80E-03;0,0073
375,6;0,006;0,0071
375,5;5,90E-03;0,0072
375,4;0,006;0,0068
375,3;6,50E-03;0,0069
375,2;0,0063;0,0067
375,1;6,40E-03;0,0071
375;0,0067;0,0073
374,9;6,40E-03;0,0076
374,8;0,0066;0,0076
374,7;6,20E-03;0,0074
374,6;0,0058;0,0071
374,5;6,20E-03;0,0069
374,4;0,0062;0,007
374,3;6,10E-03;0,0068
374,2;0,0064;0,0074
374,1;6,00E-03;0,0073
374;0,0061;0,0077
373,9;6,40E-03;0,0077
373,8;0,0066;0,0077
373,7;6,60E-03;0,0074
373,6;0,0065;0,0072
373,5;6,50E-03;0,0074
373,4;0,0066;0,0071
373,3;6,90E-03;0,0074
373,2;0,007;0,0074
373,1;7,00E-03;0,0075
373;0,0068;0,0074
372,9;6,80E-03;0,0073
372,8;0,0066;0,0071
372,7;6,80E-03;0,0074
372,6;0,0067;0,0075
372,5;6,90E-03;0,0079
372,4;0,0069;0,008
372,3;6,90E-03;0,0077
372,2;0,0066;0,0078
372,1;6,60E-03;0,0075
372;0,0068;0,0076
371,9;6,80E-03;0,0075
371,8;0,0071;0,0074
371,7;7,30E-03;0,0073
371,6;0,0076;0,0076
371,5;7,70E-03;0,0076
371,4;0,0079;0,0077
371,3;7,60E-03;0,0076
371,2;0,0076;0,0074
371,1;7,60E-03;0,008
371;0,0075;0,0077
370,9;7,80E-03;0,0082
370,8;0,0075;0,0079
370,7;7,80E-03;0,0081
370,6;0,0074;0,008
370,5;7,50E-03;0,008
370,4;0,0072;0,008
370,3;7,30E-03;0,008
370,2;0,0074;0,0081
370,1;7,50E-03;0,008
370;0,0078;0,008
369,9;7,50E-03;0,0078
369,8;0,0076;0,0079
369,7;8,00E-03;0,0081
369,6;0,0081;0,0083
369,5;8,30E-03;0,0082
369,4;0,0091;0,0084
369,3;9,20E-03;0,0086
369,2;0,0093;0,0088
369,1;9,20E-03;0,0088
369;0,0086;0,0084
368,9;8,40E-03;0,0086
368,8;0,008;0,008
368,7;8,20E-03;0,0082
368,6;0,0083;0,0084
368,5;8,20E-03;0,0085
368,4;0,0084;0,0086
368,3;8,20E-03;0,0088
368,2;0,0083;0,0088
368,1;7,90E-03;0,0084
368;0,0084;0,0086
367,9;8,30E-03;0,0086
367,8;0,0085;0,0087
367,7;9,10E-03;0,009
367,6;0,0088;0,0085
367,5;8,90E-03;0,0081
367,4;0,0086;0,0079
367,3;8,70E-03;0,0078
367,2;0,0087;0,0086
367,1;9,10E-03;0,009
367;0,0088;0,009
366,9;8,70E-03;0,0086
366,8;0,0087;0,0084
366,7;8,60E-03;0,0085
366,6;0,0089;0,009
366,5;8,80E-03;0,0093
366,4;0,0091;0,0097
366,3;8,90E-03;0,0096
366,2;0,0093;0,0092
366,1;9,50E-03;0,0093
366;0,0093;0,0085
365,9;9,40E-03;0,0083
365,8;0,0096;0,0089
365,7;9,60E-03;0,0086
365,6;0,0098;0,0086
365,5;9,90E-03;0,0088
365,4;0,0097;0,0083
365,3;9,70E-03;0,0084
365,2;0,0096;0,0087
365,1;9,60E-03;0,0091
365;0,0098;0,0091
364,9;9,80E-03;0,0097
364,8;0,0098;0,0099
364,7;9,90E-03;0,0098
364,6;0,01;0,0097
364,5;1,04E-02;0,0094
364,4;0,0105;0,0091
364,3;1,07E-02;0,0092
364,2;0,0106;0,0093
364,1;1,04E-02;0,0094
364;0,0105;0,0095
363,9;1,06E-02;0,0097
363,8;0,0109;0,0098
363,7;1,07E-02;0,0095
363,6;0,0107;0,0093
363,5;1,04E-02;0,009
363,4;0,0107;0,0091
363,3;1,07E-02;0,0091
363,2;0,0106;0,0091
363,1;1,06E-02;0,0092
363;0,0104;0,0093
362,9;1,05E-02;0,0093
362,8;0,0104;0,0092
362,7;1,07E-02;0,0097
362,6;0,0108;0,0099
362,5;1,14E-02;0,0101
362,4;0,0114;0,0103
362,3;1,16E-02;0,0104
362,2;0,0117;0,0102
362,1;1,15E-02;0,0102
362;0,0118;0,0102
361,9;1,16E-02;0,0103
361,8;0,0116;0,0104
361,7;1,18E-02;0,0104
361,6;0,0118;0,0101
361,5;1,17E-02;0,01
361,4;0,0121;0,0101
361,3;1,20E-02;0,0103
361,2;0,0122;0,011
361,1;1,20E-02;0,0107
361;0,0121;0,0106
360,9;1,23E-02;0,0105
360,8;0,0119;0,01
360,7;1,24E-02;0,0101
360,6;0,0128;0,0102
360,5;1,31E-02;0,01
360,4;0,013;0,0101
360,3;1,26E-02;0,01
360,2;0,0123;0,0101
360,1;1,20E-02;0,0099
360;0,0122;0,0098
359,9;1,19E-02;0,0098
359,8;0,0108;0,0092
359,7;1,01E-02;0,009
359,6;0,0098;0,0098
359,5;1,03E-02;0,0099
359,4;0,0112;0,0107
359,3;1,23E-02;0,0112
359,2;0,0123;0,0103
359,1;1,21E-02;0,0101
359;0,0127;0,0104
358,9;1,26E-02;0,0109
358,8;0,0133;0,0109
358,7;1,31E-02;0,0107
358,6;0,0125;0,0101
358,5;1,20E-02;0,0095
358,4;0,0126;0,0106
358,3;1,39E-02;0,0117
358,2;0,0142;0,0119
358,1;1,36E-02;0,0107
358;0,0125;0,01
357,9;1,15E-02;0,0083
357,8;0,0108;0,008
357,7;1,13E-02;0,0091
357,6;0,0114;0,0084
357,5;1,19E-02;0,0092
357,4;0,0132;0,0097
357,3;1,39E-02;0,0096
357,2;0,0143;0,0101
357,1;1,38E-02;0,0107
357;0,0132;0,0107
356,9;1,18E-02;0,0108
356,8;0,0117;0,0113
356,7;1,20E-02;0,0108
356,6;0,0126;0,0115
356,5;1,29E-02;0,012
356,4;0,0126;0,0118
356,3;1,29E-02;0,0122
356,2;0,0123;0,0119
356,1;1,28E-02;0,0109
356;0,0129;0,0109
355,9;1,25E-02;0,0101
355,8;0,0127;0,0098
355,7;1,29E-02;0,0101
355,6;0,0127;0,0105
355,5;1,32E-02;0,0109
355,4;0,0139;0,0117
355,3;1,35E-02;0,0117
355,2;0,0136;0,0118
355,1;1,40E-02;0,0123
355;0,0136;0,0117
354,9;1,36E-02;0,0113
354,8;0,0143;0,0109
354,7;1,34E-02;0,0104
354,6;0,0134;0,0103
354,5;1,38E-02;0,0107
354,4;0,0141;0,0109
354,3;1,42E-02;0,0112
354,2;0,0147;0,0123
354,1;1,55E-02;0,0127
354;0,0146;0,0121
353,9;1,42E-02;0,0117
353,8;0,0139;0,0114
353,7;1,33E-02;0,0115
353,6;0,0129;0,0113
353,5;1,26E-02;0,011
353,4;0,0117;0,0097
353,3;1,25E-02;0,0107
353,2;0,0135;0,0117
353,1;1,52E-02;0,0128
353;0,0161;0,0138
352,9;1,59E-02;0,0126
352,8;0,0154;0,0125
352,7;1,40E-02;0,0121
352,6;0,0133;0,0118
352,5;1,33E-02;0,0115
352,4;0,014;0,0119
352,3;1,42E-02;0,0113
352,2;0,0152;0,0118
352,1;1,53E-02;0,0129
352;0,0149;0,0131
351,9;1,59E-02;0,0141
351,8;0,0157;0,0131
351,7;1,64E-02;0,0136
351,6;0,0165;0,0129
351,5;1,52E-02;0,012
351,4;0,0145;0,0124
351,3;1,39E-02;0,0118
351,2;0,0135;0,0115
351,1;1,39E-02;0,0116
351;0,0146;0,0121
350,9;1,44E-02;0,0116
350,8;0,0141;0,0117
350,7;1,44E-02;0,0117
350,6;0,014;0,0113
350,5;1,35E-02;0,011
350,4;0,015;0,0115
350,3;1,49E-02;0,0116
350,2;0,0149;0,0122
350,1;1,56E-02;0,0126
350;0,0154;0,013
349,9;1,55E-02;0,0124
349,8;0,0149;0,0123
349,7;1,42E-02;0,0125
349,6;0,0148;0,0128
349,5;1,46E-02;0,0134
349,4;0,0155;0,0138
349,3;1,53E-02;0,013
349,2;0,0152;0,0128
349,1;1,47E-02;0,0125
349;0,0153;0,0122
348,9;1,55E-02;0,0125
348,8;0,0149;0,0118
348,7;1,49E-02;0,0117
