wavelength;s2.3-s1.3;s4.3-s3.3
633,2;-0,0005;0,0015
633,1;-3,00E-04;0,0015
633;-0,0003;0,0016
632,9;-2,00E-04;0,0017
632,8;-0,0002;0,0015
632,7;-4,00E-04;0,0013
632,6;-0,0004;0,0014
632,5;-4,00E-04;0,0015
632,4;-0,0003;0,0015
632,3;-4,00E-04;0,0014
632,2;-0,0004;0,0014
632,1;-3,00E-04;0,0015
632;-0,0003;0,0015
631,9;-3,00E-04;0,0014
631,8;-0,0002;0,0015
631,7;-2,00E-04;0,0014
631,6;-0,0003;0,0015
631,5;-4,00E-04;0,0015
631,4;-0,0004;0,0016
631,3;-3,00E-04;0,0017
631,2;-0,0003;0,0015
631,1;-3,00E-04;0,0014
631;-0,0003;0,0014
630,9;-4,00E-04;0,0014
630,8;-0,0004;0,0014
630,7;-3,00E-04;0,0015
630,6;-0,0002;0,0015
630,5;-2,00E-04;0,0014
630,4;-0,0003;0,0015
630,3;-2,00E-04;0,0015
630,2;-0,0003;0,0016
630,1;-3,00E-04;0,0016
630;-0,0003;0,0015
629,9;-3,00E-04;0,0016
629,8;-0,0004;0,0014
629,7;-4,00E-04;0,0013
629,6;-0,0004;0,0013
629,5;-2,00E-04;0,0014
629,4;-0,0002;0,0015
629,3;-2,00E-04;0,0015
629,2;-0,0002;0,0015
629,1;-4,00E-04;0,0015
629;-0,0003;0,0015
628,9;-3,00E-04;0,0014
628,8;-0,0004;0,0014
628,7;-2,00E-04;0,0015
628,6;-0,0002;0,0017
628,5;-1,00E-04;0,0018
628,4;-0,0002;0,0016
628,3;-2,00E-04;0,0017
628,2;-0,0002;0,0017
628,1;-3,00E-04;0,0016
628;-0,0002;0,0017
627,9;-3,00E-04;0,0016
627,8;-0,0004;0,0014
627,7;-4,00E-04;0,0013
627,6;-0,0003;0,0013
627,5;-3,00E-04;0,0014
627,4;-0,0004;0,0015
627,3;-4,00E-04;0,0015
627,2;-0,0005;0,0016
627,1;-4,00E-04;0,0014
627;-0,0002;0,0016
626,9;-2,00E-04;0,0016
626,8;-0,0002;0,0016
626,7;-1,00E-04;0,0015
626,6;-0,0002;0,0014
626,5;-2,00E-04;0,0015
626,4;-0,0002;0,0015
626,3;-2,00E-04;0,0016
626,2;-0,0001;0,0017
626,1;-3,00E-04;0,0016
626;-0,0003;0,0016
625,9;-4,00E-04;0,0015
625,8;-0,0004;0,0014
625,7;-4,00E-04;0,0013
625,6;-0,0003;0,0014
625,5;-3,00E-04;0,0015
625,4;-0,0002;0,0015
625,3;-1,00E-04;0,0016
625,2;-1E-04;0,0017
625,1;-1,00E-04;0,0017
625;-0,0005;0,0015
624,9;-4,00E-04;0,0015
624,8;-0,0005;0,0013
624,7;-6,00E-04;0,0014
624,6;-0,0004;0,0016
624,5;-3,00E-04;0,0014
624,4;-0,0002;0,0015
624,3;-1,00E-04;0,0015
624,2;-1E-04;0,0016
624,1;-1,00E-04;0,0016
624;0;0,0017
623,9;-1,00E-04;0,0016
623,8;-0,0002;0,0016
623,7;-2,00E-04;0,0015
623,6;-0,0002;0,0015
623,5;-3,00E-04;0,0015
623,4;-0,0002;0,0015
623,3;-4,00E-04;0,0013
623,2;-0,0004;0,0013
623,1;-3,00E-04;0,0016
623;-0,0003;0,0015
622,9;-1,00E-04;0,0017
622,8;-0,0002;0,0017
622,7;-2,00E-04;0,0017
622,6;-0,0002;0,0014
622,5;-1,00E-04;0,0014
622,4;-0,0002;0,0013
622,3;-3,00E-04;0,0012
622,2;-0,0001;0,0014
622,1;-2,00E-04;0,0015
622;-0,0003;0,0015
621,9;-2,00E-04;0,0015
621,8;-0,0004;0,0014
621,7;-4,00E-04;0,0014
621,6;-0,0003;0,0013
621,5;-2,00E-04;0,0013
621,4;-1E-04;0,0014
621,3;-1,00E-04;0,0013
621,2;-0,0002;0,0012
621,1;-1,00E-04;0,0013
621;-1E-04;0,0013
620,9;0,00E+00;0,0013
620,8;-0,0002;0,0013
620,7;1,00E-04;0,0015
620,6;1E-04;0,0016
620,5;1,00E-04;0,0017
620,4;0,0002;0,0017
620,3;-1,00E-04;0,0016
620,2;-1E-04;0,0015
620,1;-2,00E-04;0,0013
620;-1E-04;0,0013
619,9;0,00E+00;0,0014
619,8;0;0,0014
619,7;1,00E-04;0,0015
619,6;0,0002;0,0015
619,5;0,00E+00;0,0016
619,4;0;0,0016
619,3;-1,00E-04;0,0016
619,2;-0,0002;0,0016
619,1;0,00E+00;0,0015
619;0;0,0015
618,9;1,00E-04;0,0015
618,8;0,0003;0,0014
618,7;1,00E-04;0,0014
618,6;0,0002;0,0015
618,5;3,00E-04;0,0016
618,4;0,0002;0,0016
618,3;2,00E-04;0,0017
618,2;0,0002;0,0016
618,1;0,00E+00;0,0016
618;-0,0001;0,0015
617,9;1,00E-04;0,0016
617,8;1E-04;0,0016
617,7;1,00E-04;0,0015
617,6;0,0001;0,0014
617,5;2,00E-04;0,0014
617,4;0,0002;0,0014
617,3;2,00E-04;0,0014
617,2;0;0,0014
617,1;0,00E+00;0,0014
617;0;0,0015
616,9;-1,00E-04;0,0013
616,8;1E-04;0,0015
616,7;1,00E-04;0,0015
616,6;0,0001;0,0015
616,5;2,00E-04;0,0014
616,4;0,0001;0,0014
616,3;1,00E-04;0,0016
616,2;-0,0001;0,0014
616,1;-2,00E-04;0,0015
616;-0,0001;0,0016
615,9;1,00E-04;0,0016
615,8;0,0002;0,0017
615,7;2,00E-04;0,0015
615,6;0,0002;0,0015
615,5;1,00E-04;0,0015
615,4;0,0002;0,0014
615,3;1,00E-04;0,0014
615,2;0,0003;0,0016
615,1;4,00E-04;0,0017
615;0,0003;0,0017
614,9;3,00E-04;0,0017
614,8;0,0005;0,0017
614,7;5,00E-04;0,0017
614,6;0,0002;0,0016
614,5;3,00E-04;0,0016
614,4;0,0003;0,0017
614,3;2,00E-04;0,0016
614,2;1E-04;0,0017
614,1;3,00E-04;0,0017
614;0,0004;0,0015
613,9;4,00E-04;0,0016
613,8;0,0003;0,0016
613,7;2,00E-04;0,0015
613,6;0,0002;0,0013
613,5;2,00E-04;0,0014
613,4;0,0003;0,0015
613,3;0,00E+00;0,0015
613,2;1E-04;0,0017
613,1;0,00E+00;0,0016
613;0;0,0015
612,9;1,00E-04;0,0014
612,8;0,0001;0,0014
612,7;2,00E-04;0,0015
612,6;0,0002;0,0016
612,5;4,00E-04;0,0017
612,4;0,0004;0,0017
612,3;5,00E-04;0,0018
612,2;0,0004;0,0015
612,1;3,00E-04;0,0017
612;0,0002;0,0015
611,9;1,00E-04;0,0016
611,8;0,0003;0,0016
611,7;4,00E-04;0,0016
611,6;0,0003;0,0014
611,5;3,00E-04;0,0015
611,4;0,0004;0,0015
611,3;3,00E-04;0,0016
611,2;0,0003;0,0016
611,1;4,00E-04;0,0017
611;0,0004;0,0016
610,9;5,00E-04;0,0016
610,8;0,0004;0,0016
610,7;4,00E-04;0,0016
610,6;0,0005;0,0016
610,5;4,00E-04;0,0015
610,4;0,0004;0,0014
610,3;4,00E-04;0,0015
610,2;0,0003;0,0014
610,1;3,00E-04;0,0014
610;0,0003;0,0013
609,9;4,00E-04;0,0014
609,8;0,0008;0,0016
609,7;8,00E-04;0,0016
609,6;0,0008;0,0017
609,5;9,00E-04;0,0018
609,4;0,0006;0,0017
609,3;4,00E-04;0,0017
609,2;0,0003;0,0016
609,1;3,00E-04;0,0017
609;0,0004;0,0017
608,9;4,00E-04;0,0017
608,8;0,0005;0,0018
608,7;4,00E-04;0,0018
608,6;0,0003;0,0016
608,5;5,00E-04;0,0018
608,4;0,0005;0,0016
608,3;6,00E-04;0,0019
608,2;0,0005;0,0018
608,1;6,00E-04;0,0017
608;0,0004;0,0015
607,9;4,00E-04;0,0014
607,8;0,0003;0,0014
607,7;4,00E-04;0,0015
607,6;0,0002;0,0014
607,5;4,00E-04;0,0015
607,4;0,0003;0,0014
607,3;4,00E-04;0,0013
607,2;0,0003;0,0013
607,1;3,00E-04;0,0013
607;0,0007;0,0014
606,9;7,00E-04;0,0016
606,8;0,0006;0,0015
606,7;6,00E-04;0,0014
606,6;0,0005;0,0016
606,5;5,00E-04;0,0015
606,4;0,0005;0,0015
606,3;5,00E-04;0,0015
606,2;0,0006;0,0016
606,1;5,00E-04;0,0013
606;0,0006;0,0016
605,9;6,00E-04;0,0016
605,8;0,0007;0,0015
605,7;5,00E-04;0,0013
605,6;0,0006;0,0014
605,5;6,00E-04;0,0015
605,4;0,0007;0,0016
605,3;7,00E-04;0,0016
605,2;0,0006;0,0015
605,1;4,00E-04;0,0013
605;0,0006;0,0014
604,9;7,00E-04;0,0015
604,8;0,0006;0,0015
604,7;8,00E-04;0,0014
604,6;0,0006;0,0013
604,5;6,00E-04;0,0013
604,4;0,0007;0,0014
604,3;7,00E-04;0,0015
604,2;0,0006;0,0015
604,1;7,00E-04;0,0016
604;0,0008;0,0016
603,9;9,00E-04;0,0016
603,8;0,0008;0,0015
603,7;7,00E-04;0,0014
603,6;0,0008;0,0014
603,5;6,00E-04;0,0013
603,4;0,0006;0,0013
603,3;6,00E-04;0,0014
603,2;0,0006;0,0013
603,1;8,00E-04;0,0015
603;0,0007;0,0014
602,9;7,00E-04;0,0014
602,8;0,0008;0,0015
602,7;8,00E-04;0,0015
602,6;0,0008;0,0016
602,5;8,00E-04;0,0015
602,4;0,0007;0,0017
602,3;6,00E-04;0,0015
602,2;0,0008;0,0017
602,1;7,00E-04;0,0016
602;0,0006;0,0015
601,9;7,00E-04;0,0016
601,8;0,0008;0,0016
601,7;8,00E-04;0,0016
601,6;0,0011;0,0018
601,5;1,20E-03;0,0018
601,4;0,0012;0,0018
601,3;1,10E-03;0,0017
601,2;0,0009;0,0015
601,1;9,00E-04;0,0014
601;0,001;0,0016
600,9;1,00E-03;0,0015
600,8;0,0009;0,0015
600,7;9,00E-04;0,0014
600,6;0,001;0,0016
600,5;1,00E-03;0,0015
600,4;0,001;0,0015
600,3;1,10E-03;0,0015
600,2;0,0009;0,0014
600,1;1,00E-03;0,0015
600;0,0011;0,0015
599,9;1,10E-03;0,0014
599,8;0,0011;0,0014
599,7;9,00E-04;0,0014
599,6;0,0008;0,0014
599,5;7,00E-04;0,0012
599,4;0,0008;0,0014
599,3;1,00E-03;0,0014
599,2;0,001;0,0013
599,1;1,00E-03;0,0014
599;0,0011;0,0016
598,9;1,10E-03;0,0017
598,8;0,0012;0,0018
598,7;1,30E-03;0,0018
598,6;0,0011;0,0017
598,5;1,10E-03;0,0016
598,4;0,0012;0,0015
598,3;1,10E-03;0,0016
598,2;0,001;0,0015
598,1;1,10E-03;0,0014
598;0,0011;0,0014
597,9;1,20E-03;0,0014
597,8;0,0012;0,0014
597,7;1,10E-03;0,0015
597,6;0,0011;0,0015
597,5;1,00E-03;0,0015
597,4;0,001;0,0015
597,3;1,10E-03;0,0015
597,2;0,0012;0,0016
597,1;1,20E-03;0,0015
597;0,0013;0,0016
596,9;1,40E-03;0,0015
596,8;0,0013;0,0014
596,7;1,50E-03;0,0014
596,6;0,0014;0,0015
596,5;1,50E-03;0,0017
596,4;0,0015;0,0018
596,3;1,60E-03;0,0018
596,2;0,0015;0,0017
596,1;1,60E-03;0,0017
596;0,0015;0,0015
595,9;1,50E-03;0,0015
595,8;0,0016;0,0018
595,7;1,50E-03;0,0018
595,6;0,0013;0,0015
595,5;1,20E-03;0,0015
595,4;0,0013;0,0016
595,3;1,40E-03;0,0016
595,2;0,0014;0,0016
595,1;1,60E-03;0,0017
595;0,0016;0,0018
594,9;1,60E-03;0,0017
594,8;0,0016;0,0017
594,7;1,50E-03;0,0017
594,6;0,0015;0,0017
594,5;1,60E-03;0,0018
594,4;0,0016;0,0017
594,3;1,60E-03;0,0019
594,2;0,0015;0,0019
594,1;1,50E-03;0,0018
594;0,0016;0,0017
593,9;1,60E-03;0,0016
593,8;0,0018;0,0017
593,7;1,80E-03;0,0017
593,6;0,0019;0,0018
593,5;1,90E-03;0,0018
593,4;0,0018;0,0016
593,3;1,70E-03;0,0015
593,2;0,0017;0,0015
593,1;1,80E-03;0,0015
593;0,0017;0,0017
592,9;1,80E-03;0,0016
592,8;0,0017;0,0017
592,7;1,70E-03;0,0018
592,6;0,0018;0,0017
592,5;1,70E-03;0,0016
592,4;0,0017;0,0016
592,3;1,50E-03;0,0016
592,2;0,0014;0,0016
592,1;1,60E-03;0,0017
592;0,0017;0,0016
591,9;1,70E-03;0,0016
591,8;0,0017;0,0017
591,7;1,60E-03;0,0018
591,6;0,0017;0,0018
591,5;1,70E-03;0,0016
591,4;0,0017;0,0015
591,3;1,90E-03;0,0016
591,2;0,0018;0,0015
591,1;1,70E-03;0,0015
591;0,0017;0,0015
590,9;1,90E-03;0,0016
590,8;0,0019;0,0016
590,7;1,90E-03;0,0016
590,6;0,002;0,0017
590,5;1,90E-03;0,0016
590,4;0,0019;0,0016
590,3;1,90E-03;0,0015
590,2;0,0019;0,0016
590,1;1,80E-03;0,0015
590;0,0019;0,0016
589,9;1,80E-03;0,0014
589,8;0,0018;0,0014
589,7;1,70E-03;0,0013
589,6;0,0016;0,0013
589,5;1,70E-03;0,0014
589,4;0,0017;0,0014
589,3;1,70E-03;0,0013
589,2;0,0018;0,0014
589,1;1,80E-03;0,0016
589;0,002;0,0017
588,9;1,90E-03;0,0019
588,8;0,002;0,0018
588,7;1,90E-03;0,0017
588,6;0,0019;0,0015
588,5;1,90E-03;0,0015
588,4;0,002;0,0016
588,3;2,10E-03;0,0017
588,2;0,0022;0,0018
588,1;2,20E-03;0,0018
588;0,0021;0,0016
587,9;2,20E-03;0,0017
587,8;0,0023;0,0018
587,7;2,10E-03;0,0016
587,6;0,0021;0,0017
587,5;1,90E-03;0,0015
587,4;0,002;0,0014
587,3;2,10E-03;0,0014
587,2;0,0019;0,0013
587,1;2,00E-03;0,0014
587;0,002;0,0015
586,9;1,90E-03;0,0015
586,8;0,002;0,0014
586,7;2,10E-03;0,0016
586,6;0,0022;0,0017
586,5;2,30E-03;0,0017
586,4;0,0024;0,0018
586,3;2,50E-03;0,0018
586,2;0,0025;0,0017
586,1;2,30E-03;0,0016
586;0,0023;0,0015
585,9;2,50E-03;0,0015
585,8;0,0023;0,0015
585,7;2,30E-03;0,0015
585,6;0,0022;0,0015
585,5;2,30E-03;0,0016
585,4;0,0023;0,0016
585,3;2,40E-03;0,0016
585,2;0,0023;0,0015
585,1;2,40E-03;0,0016
585;0,0025;0,0016
584,9;2,30E-03;0,0015
584,8;0,0022;0,0016
584,7;2,30E-03;0,0018
584,6;0,0022;0,0016
584,5;2,20E-03;0,0017
584,4;0,0022;0,0016
584,3;2,30E-03;0,0016
584,2;0,0023;0,0015
584,1;2,40E-03;0,0015
584;0,0025;0,0017
583,9;2,40E-03;0,0015
583,8;0,0026;0,0017
583,7;2,50E-03;0,0016
583,6;0,0024;0,0015
583,5;2,50E-03;0,0017
583,4;0,0024;0,0017
583,3;2,40E-03;0,0016
583,2;0,0026;0,0018
583,1;2,60E-03;0,0016
583;0,0025;0,0016
582,9;2,50E-03;0,0016
582,8;0,0025;0,0015
582,7;2,60E-03;0,0015
582,6;0,0025;0,0016
582,5;2,50E-03;0,0016
582,4;0,0024;0,0016
582,3;2,30E-03;0,0015
582,2;0,0023;0,0016
582,1;2,30E-03;0,0015
582;0,0026;0,0016
581,9;2,60E-03;0,0017
581,8;0,0027;0,0018
581,7;2,80E-03;0,0019
581,6;0,0028;0,0018
581,5;2,80E-03;0,0019
581,4;0,0028;0,0018
581,3;2,80E-03;0,0019
581,2;0,0026;0,0017
581,1;2,60E-03;0,0015
581;0,0026;0,0014
580,9;2,70E-03;0,0015
580,8;0,0028;0,0017
580,7;2,80E-03;0,0017
580,6;0,0027;0,0018
580,5;2,60E-03;0,0017
580,4;0,0026;0,0018
580,3;2,60E-03;0,0018
580,2;0,0026;0,0017
580,1;2,60E-03;0,0016
580;0,0024;0,0015
579,9;2,50E-03;0,0015
579,8;0,0025;0,0015
579,7;2,60E-03;0,0017
579,6;0,0026;0,0017
579,5;2,90E-03;0,0019
579,4;0,0029;0,0019
579,3;3,00E-03;0,0019
579,2;0,0029;0,0016
579,1;2,80E-03;0,0016
579;0,0027;0,0016
578,9;2,60E-03;0,0015
578,8;0,0027;0,0017
578,7;2,80E-03;0,0017
578,6;0,0027;0,0018
578,5;2,70E-03;0,0017
578,4;0,0027;0,0017
578,3;2,70E-03;0,0017
578,2;0,0026;0,0015
578,1;2,60E-03;0,0016
578;0,0027;0,0017
577,9;2,70E-03;0,0017
577,8;0,0027;0,0019
577,7;2,80E-03;0,0018
577,6;0,0028;0,0017
577,5;2,90E-03;0,0018
577,4;0,0028;0,0017
577,3;2,80E-03;0,0018
577,2;0,0028;0,0017
577,1;3,00E-03;0,0017
577;0,0028;0,0017
576,9;2,90E-03;0,0018
576,8;0,0029;0,0016
576,7;2,80E-03;0,0015
576,6;0,003;0,0016
576,5;3,00E-03;0,0017
576,4;0,003;0,0017
576,3;2,90E-03;0,0017
576,2;0,0028;0,0016
576,1;2,80E-03;0,0016
576;0,0029;0,0016
575,9;2,90E-03;0,0017
575,8;0,0031;0,0018
575,7;2,90E-03;0,0018
575,6;0,003;0,0018
575,5;3,00E-03;0,0019
575,4;0,0029;0,0018
575,3;2,90E-03;0,0017
575,2;0,0029;0,0017
575,1;2,90E-03;0,0018
575;0,0031;0,0019
574,9;3,00E-03;0,0018
574,8;0,003;0,0018
574,7;2,90E-03;0,0018
574,6;0,003;0,0018
574,5;2,90E-03;0,0016
574,4;0,0029;0,0016
574,3;2,90E-03;0,0018
574,2;0,003;0,0018
574,1;3,10E-03;0,0019
574;0,0031;0,002
573,9;2,90E-03;0,0018
573,8;0,003;0,0017
573,7;3,00E-03;0,0017
573,6;0,0031;0,0017
573,5;3,10E-03;0,0016
573,4;0,0031;0,0017
573,3;3,10E-03;0,0018
573,2;0,003;0,0017
573,1;3,00E-03;0,0018
573;0,003;0,0018
572,9;3,00E-03;0,0017
572,8;0,003;0,0017
572,7;3,10E-03;0,0018
572,6;0,003;0,0016
572,5;3,10E-03;0,0016
572,4;0,0032;0,0017
572,3;3,10E-03;0,0016
572,2;0,0031;0,0016
572,1;3,20E-03;0,0017
572;0,0033;0,0019
571,9;3,20E-03;0,0017
571,8;0,003;0,0017
571,7;3,00E-03;0,0016
571,6;0,0029;0,0016
571,5;3,00E-03;0,0016
571,4;0,0031;0,0017
571,3;3,00E-03;0,0017
571,2;0,0031;0,0016
571,1;3,30E-03;0,0018
571;0,0033;0,0018
570,9;3,30E-03;0,0018
570,8;0,0032;0,0018
570,7;3,30E-03;0,0018
570,6;0,0033;0,0018
570,5;3,30E-03;0,0018
570,4;0,0032;0,0016
570,3;3,20E-03;0,0017
570,2;0,0031;0,0015
570,1;3,20E-03;0,0017
570;0,0033;0,0018
569,9;3,20E-03;0,0017
569,8;0,0031;0,0018
569,7;3,20E-03;0,0018
569,6;0,0032;0,0018
569,5;3,20E-03;0,0017
569,4;0,0031;0,0016
569,3;3,20E-03;0,0017
569,2;0,003;0,0015
569,1;2,90E-03;0,0015
569;0,0029;0,0015
568,9;2,90E-03;0,0015
568,8;0,0033;0,0018
568,7;3,30E-03;0,0017
568,6;0,0033;0,0017
568,5;3,40E-03;0,0017
568,4;0,0033;0,0017
568,3;3,30E-03;0,0017
568,2;0,0033;0,0019
568,1;3,30E-03;0,0019
568;0,0033;0,0019
567,9;3,20E-03;0,0021
567,8;0,0031;0,0018
567,7;3,00E-03;0,0017
567,6;0,0031;0,0016
567,5;3,20E-03;0,0015
567,4;0,0034;0,0017
567,3;3,30E-03;0,0016
567,2;0,0034;0,0016
567,1;3,30E-03;0,0016
567;0,0032;0,0016
566,9;3,10E-03;0,0016
566,8;0,003;0,0014
566,7;3,20E-03;0,0016
566,6;0,0031;0,0016
566,5;3,30E-03;0,0018
566,4;0,0031;0,0017
566,3;3,30E-03;0,0017
566,2;0,0033;0,0016
566,1;3,10E-03;0,0015
566;0,0031;0,0014
565,9;3,20E-03;0,0016
565,8;0,0033;0,0018
565,7;3,50E-03;0,0018
565,6;0,0034;0,0018
565,5;3,30E-03;0,0018
565,4;0,0034;0,0018
565,3;3,20E-03;0,0017
565,2;0,0032;0,0017
565,1;3,30E-03;0,0018
565;0,0032;0,0016
564,9;3,40E-03;0,0017
564,8;0,0031;0,0016
564,7;3,00E-03;0,0016
564,6;0,0031;0,0016
564,5;3,20E-03;0,0016
564,4;0,0033;0,0017
564,3;3,10E-03;0,0015
564,2;0,0031;0,0016
564,1;3,10E-03;0,0016
564;0,003;0,0015
563,9;3,20E-03;0,0017
563,8;0,0032;0,0017
563,7;3,20E-03;0,0017
563,6;0,0032;0,0018
563,5;3,20E-03;0,0018
563,4;0,0033;0,0016
563,3;3,30E-03;0,0016
563,2;0,0032;0,0017
563,1;3,20E-03;0,0017
563;0,0031;0,0017
562,9;3,20E-03;0,0018
562,8;0,0032;0,0016
562,7;3,10E-03;0,0016
562,6;0,003;0,0015
562,5;3,10E-03;0,0015
562,4;0,0032;0,0017
562,3;3,30E-03;0,0017
562,2;0,0034;0,0017
562,1;3,40E-03;0,0017
562;0,0032;0,0017
561,9;3,30E-03;0,0018
561,8;0,0032;0,0018
561,7;3,20E-03;0,0017
561,6;0,0033;0,0017
561,5;3,30E-03;0,0016
561,4;0,0034;0,0016
561,3;3,10E-03;0,0015
561,2;0,0033;0,0015
561,1;3,30E-03;0,0017
561;0,0033;0,0018
560,9;3,30E-03;0,0019
560,8;0,0032;0,0019
560,7;3,20E-03;0,0018
560,6;0,0033;0,0019
560,5;3,40E-03;0,0017
560,4;0,0034;0,0017
560,3;3,50E-03;0,0018
560,2;0,0035;0,0019
560,1;3,20E-03;0,0019
560;0,0033;0,0019
559,9;3,40E-03;0,0018
559,8;0,0033;0,0019
559,7;3,30E-03;0,0018
559,6;0,0033;0,0018
559,5;3,30E-03;0,002
559,4;0,0034;0,002
559,3;3,30E-03;0,002
559,2;0,0035;0,002
559,1;3,40E-03;0,0018
559;0,0036;0,002
558,9;3,60E-03;0,002
558,8;0,0034;0,0019
558,7;3,50E-03;0,0021
558,6;0,0034;0,002
558,5;3,40E-03;0,002
558,4;0,0033;0,0019
558,3;3,10E-03;0,0018
558,2;0,0031;0,0017
558,1;3,00E-03;0,0016
558;0,0031;0,0017
557,9;3,10E-03;0,0016
557,8;0,0031;0,0016
557,7;3,20E-03;0,0018
557,6;0,0033;0,0017
557,5;3,20E-03;0,0016
557,4;0,0034;0,0017
557,3;3,20E-03;0,0015
557,2;0,0032;0,0015
557,1;3,40E-03;0,0017
557;0,0034;0,0016
556,9;3,30E-03;0,0017
556,8;0,0033;0,0017
556,7;3,20E-03;0,0017
556,6;0,0034;0,0017
556,5;3,40E-03;0,0017
556,4;0,0034;0,0017
556,3;3,30E-03;0,0017
556,2;0,0033;0,0017
556,1;3,20E-03;0,0015
556;0,0033;0,0016
555,9;3,30E-03;0,0015
555,8;0,0032;0,0016
555,7;3,10E-03;0,0015
555,6;0,0032;0,0017
555,5;3,10E-03;0,0017
555,4;0,0031;0,0016
555,3;3,10E-03;0,0016
555,2;0,0032;0,0018
555,1;3,20E-03;0,0018
555;0,0031;0,0018
554,9;3,10E-03;0,0019
554,8;0,0032;0,0017
554,7;3,00E-03;0,0016
554,6;0,0031;0,0016
554,5;3,20E-03;0,0016
554,4;0,0033;0,0017
554,3;3,30E-03;0,0018
554,2;0,0032;0,0018
554,1;3,30E-03;0,0018
554;0,0032;0,0017
553,9;3,20E-03;0,0016
553,8;0,0032;0,0016
553,7;3,10E-03;0,0016
553,6;0,0031;0,0017
553,5;3,10E-03;0,0018
553,4;0,003;0,0018
553,3;3,10E-03;0,0017
553,2;0,003;0,0016
553,1;3,20E-03;0,0016
553;0,0033;0,0017
552,9;3,20E-03;0,0018
552,8;0,0031;0,0017
552,7;3,10E-03;0,0017
552,6;0,003;0,0017
552,5;3,00E-03;0,0016
552,4;0,0031;0,0016
552,3;3,00E-03;0,0015
552,2;0,0031;0,0016
552,1;3,10E-03;0,0016
552;0,0032;0,0016
551,9;3,20E-03;0,0018
551,8;0,0032;0,0018
551,7;3,20E-03;0,0018
551,6;0,0032;0,0017
551,5;3,20E-03;0,0018
551,4;0,0033;0,0018
551,3;3,30E-03;0,0017
551,2;0,0034;0,0017
551,1;3,30E-03;0,0016
551;0,0033;0,0015
550,9;3,30E-03;0,0016
550,8;0,0031;0,0016
550,7;3,10E-03;0,0016
550,6;0,0032;0,0017
550,5;3,10E-03;0,0017
550,4;0,0034;0,0019
550,3;3,20E-03;0,0019
550,2;0,0034;0,0019
550,1;3,20E-03;0,0018
550;0,0032;0,0017
549,9;3,00E-03;0,0015
549,8;0,0029;0,0015
549,7;3,00E-03;0,0016
549,6;0,0029;0,0015
549,5;3,20E-03;0,0018
549,4;0,0032;0,0018
549,3;3,40E-03;0,0019
549,2;0,0034;0,002
549,1;3,40E-03;0,0019
549;0,0031;0,0015
548,9;3,00E-03;0,0016
548,8;0,003;0,0015
548,7;2,90E-03;0,0015
548,6;0,0029;0,0016
548,5;3,10E-03;0,0016
548,4;0,0031;0,0016
548,3;3,00E-03;0,0016
548,2;0,0031;0,0016
548,1;3,00E-03;0,0017
548;0,003;0,0017
547,9;3,00E-03;0,0018
547,8;0,0031;0,0018
547,7;2,90E-03;0,0015
547,6;0,003;0,0015
547,5;3,20E-03;0,0015
547,4;0,0032;0,0015
547,3;3,00E-03;0,0013
547,2;0,003;0,0014
547,1;3,10E-03;0,0016
547;0,003;0,0016
546,9;3,10E-03;0,0016
546,8;0,0029;0,0016
546,7;3,00E-03;0,0016
546,6;0,0028;0,0016
546,5;2,90E-03;0,0016
546,4;0,0029;0,0015
546,3;2,80E-03;0,0015
546,2;0,0029;0,0015
546,1;3,00E-03;0,0017
546;0,0029;0,0017
545,9;2,80E-03;0,0017
545,8;0,0028;0,0016
545,7;2,90E-03;0,0017
545,6;0,0028;0,0017
545,5;3,00E-03;0,0016
545,4;0,003;0,0017
545,3;3,00E-03;0,0018
545,2;0,0033;0,002
545,1;3,20E-03;0,002
545;0,003;0,0019
544,9;3,00E-03;0,0019
544,8;0,003;0,0019
544,7;3,00E-03;0,0018
544,6;0,003;0,0017
544,5;3,10E-03;0,0018
544,4;0,003;0,0017
544,3;2,90E-03;0,0018
544,2;0,0029;0,0019
544,1;2,90E-03;0,002
544;0,003;0,0018
543,9;3,00E-03;0,0019
543,8;0,003;0,0017
543,7;3,10E-03;0,0017
543,6;0,0032;0,0017
543,5;3,10E-03;0,0017
543,4;0,0032;0,0019
543,3;3,10E-03;0,0018
543,2;0,0029;0,0018
543,1;3,00E-03;0,0019
543;0,0031;0,0019
542,9;3,00E-03;0,0018
542,8;0,0029;0,0018
542,7;3,00E-03;0,0016
542,6;0,003;0,0016
542,5;3,00E-03;0,0015
542,4;0,0029;0,0016
542,3;2,90E-03;0,0017
542,2;0,003;0,0018
542,1;2,90E-03;0,0017
542;0,0028;0,0016
541,9;2,80E-03;0,0017
541,8;0,0026;0,0016
541,7;2,80E-03;0,0019
541,6;0,0028;0,0017
541,5;2,90E-03;0,0019
541,4;0,0027;0,0019
541,3;2,80E-03;0,002
541,2;0,0029;0,0021
541,1;3,00E-03;0,002
541;0,0031;0,0019
540,9;3,00E-03;0,0017
540,8;0,0029;0,0017
540,7;2,90E-03;0,0017
540,6;0,0028;0,0018
540,5;3,00E-03;0,002
540,4;0,0028;0,0019
540,3;2,60E-03;0,0017
540,2;0,0026;0,0017
540,1;2,70E-03;0,0015
540;0,0027;0,0015
539,9;2,70E-03;0,0016
539,8;0,0027;0,0017
539,7;2,60E-03;0,0018
539,6;0,0026;0,0019
539,5;2,70E-03;0,0019
539,4;0,0027;0,0018
539,3;2,60E-03;0,0017
