wavelength;s1.4;s2.4;s3.4;s4.4;s5.4;s6.4;s7.4
236;0,4125;0,2565;0,2163;0,178;0,1914;0,1418;0,1478
236,1;0,403;0,2511;0,2116;0,1741;0,1874;0,1387;0,1442
236,2;0,3927;0,2457;0,207;0,1702;0,1835;0,1356;0,1411
236,3;0,3827;0,2402;0,2014;0,1662;0,1789;0,1324;0,138
236,4;0,3738;0,2352;0,1978;0,1628;0,1751;0,1298;0,1355
236,5;0,3653;0,2299;0,1932;0,1584;0,1717;0,1267;0,1329
236,6;0,3567;0,2247;0,189;0,1547;0,1677;0,1235;0,1303
236,7;0,3494;0,2206;0,1851;0,1517;0,1649;0,1212;0,1276
236,8;0,3413;0,2154;0,1818;0,1478;0,1617;0,1187;0,1248
236,9;0,3333;0,2107;0,1779;0,1443;0,1577;0,1155;0,1219
237;0,3249;0,2058;0,1741;0,1409;0,1551;0,1128;0,1194
237,1;0,317;0,2011;0,1707;0,1372;0,1519;0,1097;0,1167
237,2;0,3101;0,1965;0,1668;0,134;0,1497;0,1067;0,115
237,3;0,3025;0,1923;0,163;0,1308;0,147;0,1042;0,1124
237,4;0,2952;0,1875;0,1588;0,1276;0,1438;0,1021;0,1095
237,5;0,2877;0,183;0,1554;0,1245;0,1408;0,1001;0,1075
237,6;0,2803;0,1787;0,152;0,1215;0,1377;0,0976;0,1053
237,7;0,2732;0,1738;0,149;0,118;0,1352;0,0946;0,1034
237,8;0,2667;0,1696;0,1467;0,1149;0,1326;0,0919;0,1017
237,9;0,2605;0,1659;0,1436;0,1117;0,1301;0,0895;0,0997
238;0,2542;0,1624;0,141;0,109;0,1272;0,0876;0,0973
238,1;0,2482;0,1587;0,1381;0,1066;0,1244;0,0859;0,096
238,2;0,242;0,1558;0,1347;0,1044;0,1217;0,0843;0,0936
238,3;0,2355;0,1519;0,1315;0,1019;0,119;0,0823;0,0911
238,4;0,2299;0,148;0,128;0,0992;0,1165;0,0802;0,089
238,5;0,2244;0,1452;0,1255;0,0967;0,1146;0,0784;0,0868
238,6;0,22;0,1417;0,1229;0,0938;0,1133;0,0761;0,0855
238,7;0,2149;0,1391;0,1203;0,0917;0,1109;0,0745;0,0843
238,8;0,2099;0,1364;0,1179;0,0902;0,1092;0,0724;0,0826
238,9;0,2052;0,1341;0,1154;0,0885;0,1073;0,0712;0,081
239;0,1998;0,1313;0,1132;0,0865;0,1048;0,0702;0,0792
239,1;0,1951;0,1286;0,1112;0,0848;0,103;0,0686;0,0774
239,2;0,1911;0,1257;0,1091;0,0824;0,1009;0,0674;0,0761
239,3;0,1864;0,1225;0,1068;0,0806;0,0991;0,0657;0,0742
239,4;0,1832;0,1205;0,1051;0,079;0,0976;0,0642;0,073
239,5;0,1789;0,1178;0,1031;0,0773;0,0965;0,063;0,072
239,6;0,1742;0,1159;0,1011;0,0754;0,0951;0,062;0,071
239,7;0,171;0,114;0,0991;0,0736;0,0938;0,061;0,0701
239,8;0,1669;0,112;0,097;0,0723;0,0923;0,0602;0,0696
239,9;0,1633;0,11;0,0952;0,0712;0,0902;0,0588;0,0682
240;0,16;0,1077;0,0942;0,07;0,0893;0,0573;0,0671
240,1;0,1557;0,1057;0,0926;0,0687;0,0876;0,0562;0,0661
240,2;0,1519;0,103;0,0911;0,0665;0,0861;0,0543;0,0652
240,3;0,1485;0,1009;0,0894;0,0649;0,085;0,0535;0,0642
240,4;0,1456;0,0988;0,0873;0,0631;0,0833;0,0522;0,0633
240,5;0,1427;0,0971;0,0861;0,062;0,0824;0,0514;0,0627
240,6;0,1394;0,0956;0,0843;0,0613;0,0809;0,0505;0,0612
240,7;0,1361;0,0946;0,0827;0,0604;0,0797;0,05;0,0602
240,8;0,1332;0,0932;0,0819;0,0598;0,0787;0,0493;0,0594
240,9;0,1302;0,0916;0,0809;0,0586;0,0776;0,0482;0,0583
241;0,1273;0,0894;0,0801;0,0568;0,0773;0,0472;0,0579
241,1;0,1253;0,0869;0,0794;0,0551;0,0768;0,0456;0,0581
241,2;0,1225;0,0852;0,0784;0,0541;0,0763;0,0452;0,0577
241,3;0,1203;0,0839;0,0773;0,0532;0,0754;0,0443;0,0572
241,4;0,1182;0,0829;0,076;0,0526;0,075;0,0439;0,0565
241,5;0,1156;0,0822;0,0749;0,0524;0,0741;0,0436;0,0557
241,6;0,1133;0,081;0,0733;0,0515;0,0722;0,0425;0,0548
241,7;0,1114;0,0795;0,072;0,0508;0,0712;0,0422;0,0542
241,8;0,1086;0,079;0,0711;0,0508;0,0699;0,0421;0,0533
241,9;0,1071;0,0779;0,0711;0,0497;0,07;0,0417;0,053
242;0,1053;0,077;0,0706;0,0491;0,0698;0,0418;0,0525
242,1;0,1036;0,0765;0,0708;0,0486;0,0703;0,0414;0,053
242,2;0,1023;0,075;0,0703;0,0478;0,07;0,0408;0,0529
242,3;0,1007;0,074;0,0689;0,0475;0,0688;0,0403;0,0527
242,4;0,0989;0,0727;0,0686;0,0473;0,0682;0,0397;0,0524
242,5;0,0968;0,0718;0,0675;0,0468;0,0674;0,0395;0,0517
242,6;0,0955;0,0713;0,067;0,0465;0,0666;0,039;0,0515
242,7;0,0937;0,071;0,0663;0,0457;0,0661;0,0388;0,0509
242,8;0,0927;0,0705;0,0657;0,0452;0,0662;0,0384;0,051
242,9;0,0913;0,0699;0,065;0,0449;0,0654;0,0384;0,0501
243;0,0897;0,0687;0,0647;0,0441;0,0652;0,0378;0,05
243,1;0,0881;0,0681;0,0642;0,0439;0,0647;0,0378;0,0494
243,2;0,0863;0,0674;0,0627;0,0433;0,0638;0,0375;0,0487
243,3;0,0854;0,0662;0,0625;0,0427;0,0636;0,0371;0,049
243,4;0,0845;0,0662;0,0622;0,0429;0,0633;0,0375;0,049
243,5;0,0832;0,0657;0,0613;0,0429;0,0627;0,0374;0,0486
243,6;0,0822;0,0652;0,0616;0,0423;0,0626;0,0372;0,0486
243,7;0,0811;0,065;0,0613;0,0422;0,0629;0,0371;0,0483
243,8;0,0803;0,0651;0,061;0,0421;0,0626;0,0371;0,0479
243,9;0,0803;0,0646;0,0615;0,0418;0,0631;0,0368;0,0485
244;0,0797;0,0642;0,0611;0,0417;0,063;0,0368;0,0485
244,1;0,0794;0,0647;0,0613;0,0422;0,0629;0,0367;0,049
244,2;0,079;0,0643;0,0612;0,0421;0,063;0,0371;0,0492
244,3;0,079;0,0639;0,0617;0,042;0,0636;0,0369;0,0494
244,4;0,0786;0,0643;0,0618;0,042;0,0637;0,0376;0,0494
244,5;0,0779;0,0636;0,0618;0,0416;0,0636;0,0378;0,0494
244,6;0,0774;0,0636;0,062;0,0414;0,0639;0,0377;0,0495
244,7;0,0771;0,0637;0,0618;0,0413;0,0636;0,0381;0,0496
244,8;0,0769;0,0634;0,0621;0,0415;0,0637;0,0378;0,0499
244,9;0,0771;0,0638;0,0623;0,0417;0,0641;0,0382;0,05
245;0,0768;0,0636;0,0619;0,0424;0,064;0,0382;0,0497
245,1;0,076;0,0638;0,0618;0,0423;0,0644;0,0384;0,0495
245,2;0,076;0,0638;0,0621;0,0421;0,0647;0,0383;0,0499
245,3;0,0758;0,0637;0,0622;0,0423;0,0644;0,0382;0,0497
245,4;0,0755;0,0634;0,0626;0,0421;0,0647;0,038;0,0499
245,5;0,0753;0,0631;0,0623;0,0421;0,0644;0,0375;0,0501
245,6;0,0743;0,0634;0,0621;0,0426;0,0641;0,0375;0,0502
245,7;0,074;0,0634;0,0621;0,0426;0,0641;0,038;0,0509
245,8;0,0741;0,0641;0,062;0,0429;0,0647;0,0388;0,0514
245,9;0,0739;0,0643;0,0623;0,0434;0,0644;0,0399;0,0515
246;0,0741;0,0641;0,0622;0,0434;0,0649;0,0403;0,0513
246,1;0,0736;0,0639;0,0618;0,0429;0,0648;0,0396;0,051
246,2;0,0735;0,0636;0,0617;0,0421;0,0641;0,0393;0,0509
246,3;0,0736;0,0635;0,0621;0,0419;0,0643;0,0389;0,0512
246,4;0,0728;0,0634;0,0618;0,0414;0,0642;0,0386;0,0508
246,5;0,0731;0,0631;0,0619;0,0415;0,0644;0,0383;0,0507
246,6;0,0726;0,0631;0,0613;0,0416;0,064;0,0384;0,0502
246,7;0,0728;0,0631;0,061;0,0416;0,0638;0,0382;0,0501
246,8;0,0727;0,0631;0,0608;0,0421;0,0635;0,038;0,0501
246,9;0,0728;0,0629;0,0607;0,0416;0,0634;0,0377;0,0503
247;0,0724;0,0629;0,0612;0,0421;0,0632;0,038;0,0502
247,1;0,0719;0,0626;0,0606;0,0419;0,063;0,0376;0,0499
247,2;0,0724;0,0625;0,0607;0,0419;0,0628;0,0378;0,0495
247,3;0,0719;0,0626;0,0602;0,0418;0,0623;0,0381;0,0488
247,4;0,0718;0,0618;0,0595;0,041;0,0619;0,037;0,0486
247,5;0,0715;0,0615;0,0594;0,0407;0,0616;0,0371;0,0477
247,6;0,071;0,0611;0,0586;0,0397;0,0609;0,0365;0,0473
247,7;0,0709;0,0605;0,0587;0,039;0,0609;0,036;0,0472
247,8;0,0707;0,0611;0,0588;0,0393;0,0605;0,0362;0,047
247,9;0,0706;0,0614;0,0582;0,0396;0,0601;0,036;0,0471
248;0,0706;0,061;0,0584;0,04;0,06;0,0358;0,0468
248,1;0,0707;0,0607;0,058;0,0399;0,0597;0,0354;0,0469
248,2;0,0708;0,06;0,0579;0,0391;0,0595;0,0349;0,0466
248,3;0,07;0,0596;0,0575;0,0388;0,0591;0,0343;0,046
248,4;0,0694;0,0591;0,0573;0,0378;0,0591;0,0336;0,0456
248,5;0,0689;0,0589;0,057;0,0373;0,0588;0,0333;0,0449
248,6;0,0686;0,0591;0,0565;0,0374;0,0588;0,0329;0,0447
248,7;0,0682;0,0586;0,0559;0,0366;0,0583;0,0326;0,0438
248,8;0,0679;0,0582;0,0552;0,0363;0,0573;0,0328;0,0434
248,9;0,0673;0,0576;0,0546;0,036;0,0562;0,0323;0,0427
249;0,0663;0,0565;0,0539;0,0354;0,0554;0,0318;0,0416
249,1;0,0666;0,0559;0,0538;0,0351;0,0555;0,0312;0,042
249,2;0,0661;0,0559;0,0535;0,0351;0,0555;0,0307;0,0417
249,3;0,0657;0,0556;0,0528;0,0349;0,055;0,0306;0,0414
249,4;0,0662;0,0551;0,0526;0,0343;0,0549;0,0301;0,0415
249,5;0,0656;0,0544;0,0522;0,0336;0,0544;0,0297;0,0406
249,6;0,066;0,054;0,052;0,0332;0,0545;0,0292;0,0403
249,7;0,0657;0,0528;0,0521;0,0328;0,0548;0,0284;0,0402
249,8;0,0649;0,0526;0,0515;0,0325;0,0543;0,0282;0,0392
249,9;0,0648;0,0521;0,0511;0,0324;0,054;0,0281;0,0392
250;0,0637;0,0519;0,0501;0,0319;0,0525;0,0281;0,0381
250,1;0,0629;0,0517;0,049;0,0313;0,0516;0,0278;0,0373
250,2;0,062;0,051;0,0486;0,0309;0,051;0,0275;0,0369
250,3;0,0614;0,051;0,0483;0,0304;0,0503;0,0267;0,0362
250,4;0,0608;0,0505;0,0479;0,03;0,0498;0,0263;0,0362
250,5;0,0606;0,0505;0,048;0,03;0,05;0,0262;0,0361
250,6;0,0601;0,0504;0,0472;0,0294;0,0495;0,0257;0,0356
250,7;0,0593;0,0501;0,0467;0,0288;0,0496;0,0254;0,0354
250,8;0,0588;0,0492;0,0464;0,0286;0,0495;0,0249;0,0352
250,9;0,0581;0,0486;0,0457;0,0277;0,0487;0,0237;0,0348
251;0,0574;0,0479;0,0456;0,0275;0,048;0,0232;0,0345
251,1;0,0572;0,0473;0,0454;0,0271;0,0475;0,023;0,0343
251,2;0,0564;0,0473;0,045;0,0267;0,047;0,0232;0,034
251,3;0,0564;0,0466;0,0448;0,0267;0,0469;0,0233;0,0344
251,4;0,0565;0,0462;0,0444;0,0268;0,0471;0,0236;0,0346
251,5;0,0559;0,0459;0,0437;0,0266;0,0464;0,0233;0,0339
251,6;0,0555;0,045;0,0434;0,0258;0,0461;0,0223;0,0334
251,7;0,0539;0,0448;0,0424;0,0253;0,0451;0,0218;0,0319
251,8;0,0527;0,0445;0,0414;0,0242;0,0443;0,0212;0,0311
251,9;0,052;0,0436;0,0414;0,0235;0,0441;0,0209;0,031
252;0,0509;0,043;0,0406;0,0235;0,0435;0,0206;0,0306
252,1;0,0505;0,0421;0,0407;0,0235;0,0437;0,0204;0,0306
252,2;0,0502;0,0415;0,0404;0,0236;0,0429;0,02;0,0303
252,3;0,0498;0,0408;0,0397;0,023;0,0423;0,019;0,0303
252,4;0,0495;0,0404;0,0396;0,0225;0,0423;0,019;0,0301
252,5;0,0491;0,04;0,0393;0,0217;0,042;0,0186;0,03
252,6;0,0483;0,0393;0,0389;0,0211;0,0418;0,0182;0,0299
252,7;0,0475;0,0393;0,038;0,021;0,0414;0,018;0,0288
252,8;0,0471;0,039;0,0376;0,0205;0,0407;0,0175;0,0286
252,9;0,0463;0,0383;0,0371;0,0198;0,0402;0,0172;0,0284
253;0,0457;0,0382;0,0371;0,0199;0,0402;0,0175;0,0279
253,1;0,0453;0,0378;0,0367;0,0196;0,0399;0,0178;0,0279
253,2;0,0442;0,0375;0,0358;0,0195;0,0397;0,0176;0,0275
253,3;0,0445;0,0371;0,0356;0,0194;0,0398;0,0172;0,0276
253,4;0,0434;0,0364;0,0348;0,0185;0,039;0,016;0,0272
253,5;0,0431;0,0359;0,0352;0,0183;0,0391;0,0151;0,0275
253,6;0,043;0,0351;0,0352;0,0175;0,0386;0,0146;0,0275
253,7;0,042;0,0349;0,0346;0,0175;0,0379;0,0145;0,0269
253,8;0,042;0,0344;0,0345;0,0173;0,0382;0,0143;0,027
253,9;0,0414;0,0339;0,0339;0,0172;0,0374;0,0141;0,0263
254;0,0402;0,0333;0,0335;0,0168;0,0371;0,0139;0,0257
254,1;0,0399;0,0332;0,0334;0,0164;0,0371;0,0136;0,0255
254,2;0,0388;0,0331;0,0328;0,0164;0,0364;0,0137;0,0251
254,3;0,0377;0,0333;0,0322;0,0168;0,036;0,0141;0,0251
254,4;0,0372;0,0337;0,0319;0,0168;0,0354;0,0141;0,0247
254,5;0,036;0,0328;0,0312;0,0164;0,0345;0,0138;0,0244
254,6;0,0358;0,032;0,0312;0,0159;0,0343;0,0134;0,0243
254,7;0,0356;0,0315;0,0311;0,0152;0,0348;0,013;0,0243
254,8;0,0355;0,0311;0,031;0,0147;0,0348;0,0125;0,0245
254,9;0,035;0,0309;0,0308;0,0145;0,0348;0,0123;0,0242
255;0,0342;0,0307;0,0302;0,0143;0,0346;0,0122;0,0237
255,1;0,0336;0,03;0,0299;0,0133;0,0338;0,0117;0,023
255,2;0,033;0,0297;0,0298;0,0132;0,0338;0,0117;0,0226
255,3;0,0326;0,0292;0,0296;0,013;0,0337;0,0118;0,0226
255,4;0,0321;0,0291;0,0295;0,013;0,0334;0,012;0,0226
255,5;0,032;0,0289;0,0292;0,0133;0,0331;0,0119;0,0229
255,6;0,032;0,0286;0,0294;0,0136;0,0333;0,0117;0,0232
255,7;0,0317;0,0283;0,0294;0,0133;0,0329;0,0114;0,0229
255,8;0,0314;0,0277;0,0291;0,0127;0,0324;0,0108;0,0226
255,9;0,0309;0,0278;0,0288;0,0127;0,0322;0,0109;0,0224
256;0,0303;0,0272;0,0279;0,0121;0,0315;0,0107;0,0218
256,1;0,0305;0,0275;0,0279;0,012;0,0321;0,0106;0,0221
256,2;0,0305;0,0278;0,0281;0,0123;0,0326;0,0109;0,0223
256,3;0,0303;0,0277;0,0284;0,012;0,0329;0,0109;0,0222
256,4;0,0304;0,0276;0,0281;0,012;0,0326;0,0109;0,0224
256,5;0,0299;0,0273;0,0279;0,0121;0,0319;0,0109;0,0222
256,6;0,0295;0,027;0,0276;0,0118;0,0315;0,0106;0,0222
256,7;0,029;0,0271;0,0276;0,0121;0,0313;0,0108;0,0221
256,8;0,0284;0,0278;0,0275;0,0126;0,0311;0,011;0,0216
256,9;0,0286;0,0279;0,0274;0,0128;0,0312;0,0107;0,0215
257;0,0286;0,0277;0,0272;0,0125;0,0311;0,0106;0,0216
257,1;0,0285;0,0273;0,027;0,0123;0,0313;0,0103;0,0216
257,2;0,0281;0,0266;0,0269;0,0114;0,0312;0,0101;0,0214
257,3;0,0277;0,0261;0,027;0,0112;0,0309;0,0103;0,0213
257,4;0,0271;0,0262;0,0269;0,0114;0,0307;0,0102;0,0209
257,5;0,0268;0,0262;0,0267;0,011;0,0306;0,0104;0,0207
257,6;0,0267;0,0258;0,0267;0,011;0,0305;0,0101;0,0208
257,7;0,0265;0,0259;0,0265;0,0112;0,0309;0,0101;0,021
257,8;0,0262;0,0259;0,0266;0,0111;0,0308;0,0102;0,021
257,9;0,0264;0,0253;0,0263;0,0109;0,031;0,0102;0,021
258;0,0259;0,0255;0,0257;0,0112;0,0309;0,0104;0,0205
258,1;0,0257;0,0254;0,0259;0,0109;0,0307;0,0102;0,0205
258,2;0,0255;0,025;0,0257;0,0107;0,0304;0,0098;0,0201
258,3;0,0254;0,0252;0,026;0,0108;0,0302;0,0096;0,0198
258,4;0,0254;0,0253;0,0262;0,0106;0,0302;0,0095;0,02
258,5;0,0253;0,0254;0,0256;0,0109;0,0299;0,0095;0,0196
258,6;0,0252;0,0252;0,0256;0,0105;0,0302;0,0094;0,0198
258,7;0,0249;0,0249;0,0255;0,0102;0,0301;0,0092;0,0203
258,8;0,0247;0,0247;0,0254;0,01;0,0299;0,0093;0,0203
258,9;0,0245;0,0246;0,0257;0,0099;0,0302;0,0091;0,0207
259;0,024;0,0243;0,025;0,01;0,0301;0,0091;0,0208
259,1;0,0237;0,0246;0,0245;0,0103;0,0299;0,0094;0,0205
259,2;0,0237;0,0248;0,0249;0,0105;0,0302;0,0091;0,0208
259,3;0,0235;0,0247;0,0242;0,0101;0,0299;0,0092;0,0204
259,4;0,0234;0,0251;0,0245;0,0104;0,0295;0,0093;0,0205
259,5;0,0232;0,025;0,0247;0,0106;0,0294;0,0092;0,0202
259,6;0,023;0,0243;0,0246;0,0102;0,0292;0,0092;0,0202
259,7;0,0228;0,0241;0,0246;0,0101;0,0291;0,0089;0,0202
259,8;0,023;0,0233;0,0248;0,0095;0,0293;0,0088;0,0201
259,9;0,023;0,0228;0,0249;0,009;0,0295;0,0086;0,0204
260;0,0227;0,0232;0,0248;0,0096;0,0294;0,0087;0,0203
260,1;0,0226;0,0234;0,0249;0,0096;0,0297;0,0088;0,0205
260,2;0,0224;0,0239;0,0245;0,0098;0,0295;0,009;0,0203
260,3;0,022;0,0238;0,0243;0,0098;0,0291;0,0088;0,02
260,4;0,0218;0,0234;0,0239;0,009;0,0289;0,0085;0,0199
260,5;0,0218;0,0232;0,0238;0,0092;0,0285;0,0084;0,0195
260,6;0,0221;0,023;0,0236;0,0094;0,0288;0,0086;0,0195
260,7;0,022;0,0231;0,0236;0,0095;0,0285;0,0091;0,0195
260,8;0,022;0,0228;0,0237;0,0096;0,0287;0,0093;0,0194
260,9;0,0218;0,0228;0,0239;0,0099;0,0288;0,0096;0,0193
261;0,0215;0,0225;0,0243;0,01;0,0286;0,0095;0,0198
261,1;0,0215;0,0226;0,0242;0,0101;0,0289;0,0094;0,0197
261,2;0,0216;0,0229;0,0245;0,0103;0,0292;0,0096;0,0199
261,3;0,0218;0,0229;0,0245;0,01;0,0291;0,0092;0,0202
261,4;0,0218;0,0229;0,0246;0,0096;0,0292;0,0086;0,02
261,5;0,0216;0,0231;0,0245;0,0095;0,029;0,0085;0,0199
261,6;0,0217;0,0229;0,0243;0,0093;0,0287;0,0084;0,0198
261,7;0,0218;0,0229;0,0241;0,0093;0,0288;0,0087;0,0195
261,8;0,0218;0,0232;0,024;0,0097;0,0292;0,0093;0,0196
261,9;0,022;0,0231;0,0239;0,0096;0,0294;0,0093;0,0196
262;0,0217;0,0236;0,0239;0,0101;0,0294;0,0097;0,0197
262,1;0,0217;0,0239;0,0241;0,0101;0,0294;0,0095;0,0202
262,2;0,0212;0,0237;0,0236;0,0098;0,0288;0,0091;0,0194
262,3;0,0207;0,0235;0,0235;0,0097;0,0284;0,0085;0,0191
262,4;0,0204;0,0231;0,023;0,0094;0,0282;0,0079;0,0189
262,5;0,0201;0,0232;0,0233;0,0096;0,0282;0,0081;0,0188
262,6;0,0203;0,023;0,0231;0,0096;0,0283;0,008;0,0192
262,7;0,0204;0,0228;0,0232;0,0093;0,0283;0,0079;0,0194
262,8;0,0207;0,0226;0,0235;0,0095;0,0283;0,0077;0,019
262,9;0,0202;0,0223;0,0229;0,0094;0,0278;0,0074;0,0183
263;0,0204;0,0225;0,0234;0,0098;0,0283;0,0074;0,0186
263,1;0,0202;0,0226;0,0233;0,01;0,0282;0,0079;0,0188
263,2;0,0204;0,0229;0,0234;0,0101;0,0284;0,0082;0,0193
263,3;0,0209;0,0226;0,0237;0,0095;0,0289;0,0084;0,0199
263,4;0,0212;0,0226;0,0234;0,0092;0,0283;0,0086;0,0194
263,5;0,0212;0,023;0,0231;0,0093;0,0281;0,0085;0,019
263,6;0,021;0,023;0,0232;0,0091;0,0279;0,0084;0,0187
263,7;0,0205;0,0234;0,0231;0,0094;0,0276;0,0087;0,0184
263,8;0,0199;0,0238;0,0226;0,0098;0,0272;0,0089;0,0185
263,9;0,0199;0,0234;0,0227;0,0096;0,0273;0,0089;0,0185
264;0,0201;0,0236;0,0226;0,0096;0,0274;0,009;0,0184
264,1;0,0199;0,0234;0,0222;0,0096;0,0275;0,0087;0,0185
264,2;0,0195;0,0236;0,0224;0,0094;0,0278;0,0086;0,0183
264,3;0,0194;0,0234;0,0225;0,0095;0,0279;0,0086;0,0184
264,4;0,0192;0,023;0,0224;0,0092;0,028;0,0084;0,0187
264,5;0,0196;0,0227;0,0228;0,0091;0,0279;0,0084;0,0188
264,6;0,0202;0,0218;0,0233;0,0087;0,0281;0,0078;0,0195
264,7;0,0203;0,0217;0,0235;0,0086;0,028;0,0075;0,0195
264,8;0,02;0,0217;0,0234;0,0087;0,0277;0,0075;0,0192
264,9;0,0198;0,022;0,0233;0,0087;0,0276;0,0075;0,0193
265;0,0192;0,0221;0,0228;0,0089;0,0269;0,0077;0,0182
265,1;0,0191;0,022;0,0226;0,0091;0,0271;0,0078;0,0184
265,2;0,0187;0,0221;0,0224;0,0094;0,027;0,0081;0,0183
265,3;0,0186;0,0221;0,0223;0,0089;0,0271;0,0079;0,0177
265,4;0,0189;0,0223;0,0224;0,009;0,0278;0,0081;0,0183
265,5;0,0186;0,0222;0,0222;0,009;0,0276;0,0084;0,0181
265,6;0,0188;0,0221;0,0224;0,0087;0,0275;0,0084;0,0184
265,7;0,0189;0,0222;0,0226;0,0093;0,0275;0,0091;0,0188
265,8;0,0189;0,0221;0,0228;0,0091;0,0271;0,0088;0,0191
265,9;0,0193;0,0221;0,0229;0,0086;0,0269;0,0083;0,0193
266;0,0196;0,0223;0,0229;0,0092;0,0272;0,0085;0,0195
266,1;0,0193;0,022;0,0227;0,009;0,0268;0,0082;0,0192
266,2;0,0195;0,022;0,0229;0,0088;0,0272;0,0087;0,019
266,3;0,0195;0,0222;0,0232;0,009;0,0277;0,0091;0,0189
266,4;0,0197;0,0221;0,0233;0,0086;0,0281;0,0089;0,0184
266,5;0,0198;0,0222;0,0233;0,0084;0,0282;0,0084;0,0184
266,6;0,0195;0,0224;0,023;0,009;0,0281;0,0083;0,0182
266,7;0,0191;0,0222;0,0227;0,0087;0,0273;0,0081;0,0181
266,8;0,0188;0,0217;0,0223;0,0084;0,0266;0,0077;0,0182
266,9;0,0187;0,0218;0,022;0,0087;0,0267;0,0076;0,0183
267;0,0189;0,0213;0,0222;0,0084;0,0269;0,0074;0,0186
267,1;0,0193;0,0212;0,022;0,0087;0,0274;0,0074;0,0182
267,2;0,0195;0,0211;0,0219;0,0088;0,0273;0,0072;0,0182
267,3;0,0192;0,0209;0,0218;0,0089;0,0269;0,0072;0,018
267,4;0,0192;0,0208;0,0217;0,0087;0,0269;0,0072;0,0181
267,5;0,0193;0,0208;0,022;0,0086;0,0269;0,0072;0,0185
267,6;0,0193;0,021;0,0222;0,0087;0,0275;0,0075;0,0186
267,7;0,0198;0,021;0,0226;0,0084;0,0281;0,0079;0,0189
267,8;0,0201;0,0214;0,0226;0,0084;0,0281;0,008;0,0186
267,9;0,0202;0,0213;0,0226;0,0081;0,0284;0,008;0,0188
268;0,02;0,0214;0,0228;0,0083;0,0279;0,0082;0,0186
268,1;0,0199;0,0212;0,0228;0,0085;0,0277;0,008;0,0187
268,2;0,0193;0,0213;0,0228;0,0087;0,0275;0,0081;0,0186
268,3;0,019;0,0218;0,0228;0,0092;0,0272;0,0081;0,0184
268,4;0,0194;0,0221;0,0229;0,0094;0,0275;0,0083;0,0189
268,5;0,0193;0,0222;0,0226;0,0091;0,0276;0,0081;0,0188
268,6;0,0194;0,0219;0,0222;0,0088;0,027;0,008;0,0187
268,7;0,0194;0,0214;0,022;0,0086;0,0269;0,0078;0,0186
268,8;0,0191;0,021;0,022;0,0081;0,0269;0,0075;0,0183
268,9;0,0189;0,021;0,0218;0,0082;0,0265;0,008;0,018
269;0,0191;0,0208;0,0223;0,008;0,0269;0,0077;0,0182
269,1;0,0189;0,021;0,0221;0,008;0,0268;0,0079;0,0183
269,2;0,0189;0,0209;0,0219;0,008;0,0266;0,0076;0,0183
269,3;0,0186;0,0212;0,0218;0,0082;0,0268;0,0072;0,0181
269,4;0,0182;0,0214;0,0216;0,009;0,0271;0,0075;0,0181
269,5;0,0182;0,0216;0,0216;0,0093;0,0273;0,0076;0,0182
269,6;0,0182;0,0218;0,0216;0,0096;0,0272;0,0082;0,018
269,7;0,0182;0,0214;0,0217;0,0094;0,0272;0,008;0,0179
269,8;0,0186;0,0211;0,0217;0,0089;0,0268;0,0077;0,0179
269,9;0,0187;0,0207;0,0218;0,0083;0,0265;0,0078;0,0179
270;0,0189;0,0199;0,0218;0,0079;0,0265;0,0072;0,018
270,1;0,019;0,0197;0,0221;0,0078;0,0262;0,0077;0,0183
270,2;0,0188;0,0202;0,022;0,0083;0,0262;0,0083;0,0182
270,3;0,0186;0,0204;0,0216;0,0084;0,0264;0,0082;0,0182
270,4;0,0183;0,0214;0,0212;0,0087;0,0265;0,0085;0,0178
270,5;0,0184;0,0212;0,0214;0,0088;0,0266;0,008;0,0177
270,6;0,0183;0,0209;0,0218;0,0085;0,0266;0,0073;0,0176
270,7;0,0183;0,0206;0,022;0,0085;0,0263;0,0072;0,0174
270,8;0,0184;0,02;0,0221;0,0081;0,0262;0,0071;0,018
270,9;0,0179;0,0204;0,0215;0,0077;0,0258;0,0072;0,0177
271;0,0183;0,0206;0,0215;0,0078;0,026;0,0075;0,0181
271,1;0,018;0,0206;0,0214;0,0076;0,026;0,0073;0,0181
271,2;0,0177;0,0209;0,0214;0,0078;0,0256;0,0075;0,0177
271,3;0,0179;0,0208;0,0217;0,0079;0,0261;0,0075;0,0179
271,4;0,0179;0,0207;0,0214;0,0078;0,0261;0,0075;0,018
271,5;0,0178;0,0205;0,0215;0,0081;0,0261;0,0078;0,0179
271,6;0,0177;0,0202;0,021;0,008;0,026;0,0072;0,0176
271,7;0,0173;0,0198;0,0208;0,0081;0,0256;0,0074;0,0171
271,8;0,0171;0,0196;0,0209;0,008;0,0258;0,0073;0,017
271,9;0,0171;0,0196;0,021;0,0077;0,0258;0,007;0,0175
272;0,0176;0,0196;0,0218;0,0074;0,0259;0,0071;0,0181
272,1;0,0181;0,0199;0,0221;0,0074;0,0263;0,007;0,0189
272,2;0,0182;0,0202;0,022;0,0075;0,026;0,0074;0,0187
272,3;0,0184;0,0205;0,0217;0,008;0,0259;0,0076;0,0181
272,4;0,0182;0,0204;0,0213;0,0081;0,0261;0,0075;0,0174
272,5;0,0177;0,0203;0,0208;0,008;0,0256;0,0074;0,0167
