wavelength;s1.3;s2.3;s3.3;s4.3;s5.3;s6.3;hcl
809,1;0,0025;0,0013;0,0003;0,0013;0,0038;0,0024;0,0003
809,2;0,0026;0,0015;0,0004;0,0015;0,0039;0,0027;0,0002
809,3;0,0027;0,0015;0,0005;0,0013;0,004;0,0028;0,0003
809,4;0,0028;0,0016;0,0005;0,0015;0,0039;0,0029;0,0002
809,5;0,0026;0,0017;0,0004;0,0016;0,0037;0,003;0
809,6;0,0022;0,0015;0,0002;0,0015;0,0036;0,0028;0
809,7;0,0021;0,0015;0,0002;0,0015;0,0036;0,0027;1,00E-04
809,8;0,002;0,0015;0,0002;0,0014;0,0036;0,0027;1,00E-04
809,9;0,0022;0,0016;0,0002;0,0012;0,0038;0,0027;0,0002
810;0,0023;0,0017;0,0003;0,0014;0,0039;0,0028;0,0002
810,1;0,0024;0,0017;0,0004;0,0015;0,0039;0,0029;0,0002
810,2;0,0025;0,0014;0,0003;0,0012;0,0038;0,0026;0,0004
810,3;0,0025;0,0014;0,0003;0,0015;0,0038;0,0027;0,0003
810,4;0,0025;0,0013;0,0002;0,0015;0,0037;0,0025;0,0003
810,5;0,0027;0,0013;0,0004;0,0016;0,004;0,0026;0,0003
810,6;0,0026;0,0013;0,0003;0,0017;0,0039;0,0028;1,00E-04
810,7;0,0026;0,0015;0,0004;0,0018;0,0038;0,0029;0,0001
810,8;0,0024;0,0015;0,0003;0,0017;0,0037;0,0029;1,00E-04
810,9;0,0023;0,0018;0,0002;0,0019;0,0036;0,003;-1,00E-04
811;0,0023;0,0018;0,0002;0,0019;0,0036;0,0028;-0,0001
811,1;0,0023;0,0015;0,0001;0,0018;0,0037;0,0026;0
811,2;0,0022;0,0016;0,0002;0,0019;0,0037;0,0025;-1,00E-04
811,3;0,0021;0,0013;0,0001;0,0017;0,0037;0,0023;0
811,4;0,0023;0,0013;0,0003;0,0016;0,0039;0,0024;0,0002
811,5;0,0024;0,0015;0,0004;0,0017;0,004;0,0026;0,0002
811,6;0,0024;0,0017;0,0003;0,0017;0,004;0,0028;1,00E-04
811,7;0,0023;0,0017;0,0003;0,0018;0,0038;0,0029;0
811,8;0,0023;0,0019;0,0002;0,0018;0,0038;0,0031;-1,00E-04
811,9;0,0021;0,0017;0;0,0016;0,0037;0,0031;-0,0001
812;0,0023;0,0017;0,0001;0,0016;0,0038;0,0032;0
812,1;0,0023;0,0014;0;0,0014;0,0038;0,0029;0,0002
812,2;0,0024;0,0013;0;0,0014;0,0036;0,0029;1,00E-04
812,3;0,0024;0,0013;0;0,0014;0,0036;0,0027;0,0002
812,4;0,0023;0,0015;-0,0001;0,0016;0,0037;0,0028;1,00E-04
812,5;0,0023;0,0018;0;0,0019;0,0037;0,0031;-0,0002
812,6;0,0022;0,0018;-0,0002;0,0019;0,0037;0,003;-0,0003
812,7;0,0022;0,0018;-0,0001;0,0019;0,0038;0,0029;-0,0003
812,8;0,0022;0,0017;-0,0001;0,0018;0,0038;0,003;-0,0003
812,9;0,0022;0,0013;-1,00E-04;0,0015;0,0039;0,0029;0
813;0,0023;0,0015;1,00E-04;0,0016;0,004;0,0031;0
813,1;0,0023;0,0014;0,0003;0,0016;0,0041;0,003;1,00E-04
813,2;0,0022;0,0012;0,0002;0,0015;0,0039;0,0029;0,0001
813,3;0,0022;0,0012;0,0001;0,0014;0,0037;0,0027;0,0001
813,4;0,0021;0,0013;0,0001;0,0014;0,0038;0,0028;0
813,5;0,0021;0,0014;0,0001;0,0014;0,0037;0,0029;0
813,6;0,0022;0,0017;0,0001;0,0017;0,0036;0,0029;-0,0001
813,7;0,0021;0,0017;0,0001;0,0018;0,0037;0,003;0
813,8;0,0021;0,0015;0;0,0018;0,0034;0,0028;0,0001
813,9;0,0022;0,0014;0,0001;0,0017;0,0035;0,0026;0,0002
814;0,0022;0,0013;0,0001;0,0017;0,0033;0,0024;0,0002
814,1;0,002;0,0014;0;0,0016;0,0034;0,0025;1,00E-04
814,2;0,002;0,0016;1,00E-04;0,0017;0,0035;0,0025;0
814,3;0,002;0,0016;1,00E-04;0,0017;0,0036;0,0027;0
814,4;0,0021;0,0016;0,0002;0,0016;0,0037;0,0029;0,0001
814,5;0,0022;0,0015;0,0004;0,0017;0,0038;0,0029;0,0002
814,6;0,0022;0,0013;0,0003;0,0013;0,0036;0,0027;0,0003
814,7;0,0022;0,0014;0,0003;0,0014;0,0037;0,0027;0,0003
814,8;0,002;0,0012;0;0,0012;0,0035;0,0026;0,0002
814,9;0,0022;0,0012;1,00E-04;0,0011;0,0036;0,0025;0,0003
815;0,0021;0,0011;0,0002;0,0011;0,0037;0,0025;0,0004
815,1;0,0023;0,0012;0,0004;0,0013;0,0038;0,0027;0,0003
815,2;0,0023;0,0013;0,0006;0,0015;0,0037;0,0028;0,0002
815,3;0,0023;0,0013;0,0004;0,0015;0,0036;0,0028;0,0001
815,4;0,0023;0,0015;0,0004;0,0016;0,0036;0,003;-0,0001
815,5;0,0023;0,0012;0,0004;0,0013;0,0035;0,0027;0,0002
815,6;0,0023;0,0009;0,0003;0,0009;0,0036;0,0024;0,0005
815,7;0,0022;0,0012;0,0004;0,001;0,0038;0,0025;0,0005
815,8;0,0021;0,0012;0,0002;0,0011;0,0036;0,0024;0,0004
815,9;0,0021;0,0012;0,0001;0,0011;0,0038;0,0026;0,0004
816;0,0022;0,0013;0;0,0012;0,0038;0,0029;0,0003
816,1;0,0023;0,0011;0,0001;0,0011;0,0038;0,0029;0,0004
816,2;0,0022;0,001;0;0,001;0,0039;0,0028;0,0004
816,3;0,0021;0,0012;0;0,0013;0,0038;0,0027;0,0002
816,4;0,002;0,0011;0;0,0012;0,0037;0,0026;0,0002
816,5;0,002;0,001;0;0,0013;0,0037;0,0026;0,0002
816,6;0,002;0,0012;0,0002;0,0014;0,0036;0,0027;0,0002
816,7;0,002;0,0012;0,0004;0,0014;0,0037;0,0027;0,0002
816,8;0,002;0,0012;0,0004;0,0014;0,0038;0,0026;0,0002
816,9;0,002;0,0013;0,0004;0,0014;0,0038;0,0028;0,0001
817;0,0021;0,0013;0,0004;0,0014;0,0038;0,0028;0,0001
817,1;0,0022;0,0015;0,0005;0,0016;0,0039;0,003;1,00E-04
817,2;0,0022;0,0017;0,0003;0,0016;0,0037;0,0031;0
817,3;0,0019;0,0017;0;0,0017;0,0034;0,0032;-0,0002
817,4;0,0019;0,0017;0;0,0015;0,0034;0,0031;-0,0001
817,5;0,0019;0,0015;-0,0001;0,0013;0,0034;0,0029;-0,0001
817,6;0,002;0,0013;0,0001;0,0014;0,0034;0,0029;0
817,7;0,0021;0,0011;0,0001;0,0012;0,0035;0,0027;0,0001
817,8;0,002;0,0008;0,0002;0,0012;0,0037;0,0026;0,0003
817,9;0,0021;0,0009;0,0003;0,0012;0,0038;0,0027;0,0003
818;0,0021;0,0007;0,0001;0,001;0,0038;0,0026;0,0004
818,1;0,0022;0,0008;0,0002;0,0011;0,0039;0,0026;0,0005
818,2;0,0024;0,0011;0,0004;0,0014;0,0039;0,0028;0,0004
818,3;0,0021;0,0012;0,0003;0,0014;0,0038;0,0027;0,0002
818,4;0,0021;0,0013;0,0004;0,0015;0,0038;0,0027;0,0002
818,5;0,0019;0,0014;0,0004;0,0014;0,0038;0,0027;1,00E-04
818,6;0,0017;0,0014;1,00E-04;0,0013;0,0037;0,0026;0
818,7;0,0019;0,0013;0;0,0012;0,0037;0,0027;1,00E-04
818,8;0,0018;0,0013;-1,00E-04;0,0011;0,0036;0,0027;0
818,9;0,0019;0,0012;-0,0002;0,0011;0,0035;0,0026;0
819;0,002;0,0011;-0,0002;0,0011;0,0034;0,0026;0
819,1;0,0021;0,0011;0;0,001;0,0036;0,0026;0,0002
819,2;0,0021;0,001;-0,0001;0,001;0,0034;0,0026;0,0002
819,3;0,002;0,0011;0,0001;0,0011;0,0034;0,0026;0,0002
819,4;0,002;0,0011;0,0002;0,0012;0,0034;0,0026;0,0002
819,5;0,0018;0,0012;0,0002;0,0015;0,0033;0,0028;-0,0001
819,6;0,0019;0,0012;0,0003;0,0015;0,0034;0,0027;0
819,7;0,0022;0,0011;0,0004;0,0013;0,0038;0,0026;0,0002
819,8;0,0021;0,0009;0,0002;0,0012;0,004;0,0025;0,0003
819,9;0,0022;0,0008;0,0002;0,001;0,0041;0,0024;0,0005
820;0,0021;0,0008;0,0002;0,0009;0,0041;0,0024;0,0005
820,1;0,0018;0,0009;1,00E-04;0,0011;0,0039;0,0024;0,0004
820,2;0,0017;0,0012;1,00E-04;0,0012;0,0037;0,0027;0,0002
820,3;0,0019;0,0012;-0,0001;0,0013;0,0036;0,0029;1,00E-04
820,4;0,002;0,0013;0;0,0014;0,0037;0,0029;0,0001
820,5;0,0022;0,0013;0,0001;0,0015;0,0039;0,003;0,0002
820,6;0,0021;0,0013;0;0,0016;0,0038;0,0029;0
820,7;0,0021;0,0014;0,0001;0,0017;0,0039;0,003;0
820,8;0,0018;0,0014;-1,00E-04;0,0017;0,0036;0,003;-0,0002
820,9;0,0017;0,0014;-0,0001;0,0016;0,0034;0,003;-0,0003
821;0,0018;0,0013;0;0,0014;0,0037;0,0029;0
821,1;0,0017;0,0012;0,0002;0,0013;0,0038;0,0027;0,0002
821,2;0,0018;0,0013;0,0004;0,0014;0,0039;0,0027;0,0003
821,3;0,0019;0,0014;0,0005;0,0015;0,0042;0,0028;0,0003
821,4;0,002;0,0013;0,0004;0,0016;0,0038;0,0028;1,00E-04
821,5;0,0022;0,0013;0,0002;0,0015;0,0039;0,0028;1,00E-04
821,6;0,0022;0,001;0,0002;0,0014;0,0037;0,0029;0,0001
821,7;0,0021;0,001;0,0003;0,0014;0,0038;0,003;0,0001
821,8;0,002;0,0009;0,0004;0,0013;0,004;0,003;0,0003
821,9;0,002;0,0008;0,0004;0,0013;0,004;0,0029;0,0003
822;0,0019;0,0008;0,0003;0,0012;0,0041;0,0025;0,0005
822,1;0,0021;0,0008;0,0003;0,0012;0,0042;0,0024;0,0006
822,2;0,0021;0,0008;0,0003;0,0014;0,0042;0,0024;0,0005
822,3;0,0021;0,0011;0,0004;0,0014;0,0043;0,0026;0,0004
822,4;0,0022;0,001;0,0005;0,0013;0,0043;0,0027;0,0005
822,5;0,0019;0,0009;0,0004;0,001;0,0041;0,0024;0,0004
822,6;0,0018;0,0009;0,0004;0,001;0,0039;0,0024;0,0004
822,7;0,0019;0,0008;0,0003;0,0011;0,0039;0,0024;0,0004
822,8;0,0018;0,0011;0,0002;0,0013;0,0037;0,0026;1,00E-04
822,9;0,0019;0,0013;0;0,0016;0,0037;0,0029;0
823;0,002;0,0011;0;0,0015;0,0039;0,0029;1,00E-04
823,1;0,0019;0,001;1,00E-04;0,0012;0,0038;0,0028;0,0002
823,2;0,0018;0,0009;0,0001;0,0011;0,0038;0,0027;0,0004
823,3;0,002;0,0008;0,0004;0,0009;0,0041;0,0025;0,0007
823,4;0,002;0,0009;0,0004;0,0012;0,004;0,0026;0,0006
823,5;0,002;0,001;0,0005;0,0014;0,0041;0,0027;0,0005
823,6;0,0021;0,001;0,0002;0,0014;0,004;0,0027;0,0004
823,7;0,0018;0,001;0;0,0016;0,0039;0,0028;1,00E-04
823,8;0,0017;0,001;-0,0002;0,0014;0,0038;0,0028;0
823,9;0,0016;0,0007;-0,0002;0,0013;0,0037;0,0027;0,0001
824;0,0015;0,0007;-1,00E-04;0,0013;0,0037;0,0029;0,0001
824,1;0,0015;0,0007;0,0001;0,0012;0,0037;0,0029;0,0001
824,2;0,0015;0,0007;0;0,0011;0,0037;0,0028;0,0001
824,3;0,0016;0,0008;0;0,0011;0,0039;0,0028;0,0001
824,4;0,0016;0,0008;-0,0001;0,001;0,004;0,0027;0,0002
824,5;0,0018;0,0008;-0,0002;0,0011;0,0041;0,0027;0,0003
824,6;0,0017;0,0007;-0,0002;0,001;0,004;0,0026;0,0003
824,7;0,0017;0,0008;-0,0002;0,001;0,004;0,0027;0,0004
824,8;0,0017;0,0008;0;0,001;0,004;0,0028;0,0004
824,9;0,0016;0,0007;0,0001;0,001;0,0038;0,0027;0,0004
825;0,0015;0,0007;0;0,0009;0,0037;0,0028;0,0003
825,1;0,0016;0,0006;0,0001;0,0009;0,0037;0,0026;0,0003
825,2;0,0015;0,0006;0;0,0011;0,0035;0,0025;0
825,3;0,0016;0,0007;-1,00E-04;0,0012;0,0036;0,0027;-1,00E-04
825,4;0,0017;0,0007;-0,0001;0,0012;0,0035;0,0028;0
825,5;0,0016;0,0007;-0,0001;0,001;0,0036;0,0028;1,00E-04
825,6;0,0016;0,0006;-0,0001;0,0007;0,0039;0,0027;0,0003
825,7;0,0016;0,0005;0;0,0006;0,0038;0,0026;0,0004
825,8;0,0014;0,0005;-0,0001;0,0008;0,0038;0,0027;1,00E-04
825,9;0,0014;0,0005;0;0,0009;0,0037;0,0028;0
826;0,0014;0,0006;-1,00E-04;0,001;0,0036;0,003;0
826,1;0,0013;0,0005;-0,0002;0,0012;0,0037;0,003;0
826,2;0,0013;0,0004;-0,0003;0,0011;0,0036;0,0029;1,00E-04
826,3;0,0012;0,0002;-0,0003;0,0011;0,0037;0,0028;0,0002
826,4;0,0014;0,0002;-0,0001;0,001;0,0038;0,0025;0,0003
826,5;0,0012;0,0005;-0,0003;0,0011;0,0036;0,0029;-0,0001
826,6;0,0013;0,0003;0;0,001;0,004;0,0027;0,0002
826,7;0,0011;0,0003;-0,0001;0,0009;0,0041;0,0026;0,0002
826,8;0,001;0,0003;-0,0002;0,0009;0,0039;0,0027;0,0002
826,9;0,001;0,0002;-0,0002;0,0008;0,0038;0,0027;0,0003
827;0,0009;0,0003;-0,0004;0,0008;0,0036;0,0028;1,00E-04
827,1;0,001;0,0005;-0,0004;0,0011;0,0036;0,003;0
827,2;0,001;0,0007;-0,0005;0,0012;0,0036;0,0032;-0,0002
827,3;0,0009;0,0006;-0,0006;0,0013;0,0036;0,0031;-0,0003
827,4;0,0008;0,0005;-0,0006;0,0011;0,0038;0,0029;-0,0001
827,5;0,001;0,0005;-0,0004;0,001;0,0039;0,0028;0
827,6;0,0011;0,0002;-0,0003;0,0007;0,0039;0,0025;0,0003
827,7;0,0013;0,0002;-0,0002;0,0005;0,004;0,0024;0,0004
827,8;0,0012;0,0003;-0,0002;0,0005;0,0039;0,0025;0,0003
827,9;0,0013;1,00E-04;-1,00E-04;0,0005;0,0039;0,0025;0,0004
828;0,0012;0,0002;-0,0003;0,0007;0,0038;0,0028;0,0002
828,1;0,001;0,0002;-0,0003;0,0008;0,0039;0,0028;0,0002
828,2;0,0009;0;-0,0005;0,0007;0,0037;0,0027;0,0001
828,3;0,0009;0,0002;-0,0005;0,0008;0,0036;0,0029;-0,0001
828,4;0,001;0,0002;-0,0003;0,0008;0,0036;0,0029;0
828,5;0,0009;0,0002;-0,0004;0,0008;0,0036;0,0028;0
828,6;0,0009;0,0004;-0,0002;0,0009;0,0036;0,0029;0
828,7;0,0007;0,0004;-0,0002;0,0011;0,0038;0,0032;-0,0001
828,8;0,0005;1,00E-04;-0,0005;0,0009;0,0035;0,003;-0,0002
828,9;0,0004;0;-0,0005;0,0007;0,0035;0,003;-0,0002
829;0,0004;-0,0001;-0,0005;0,0006;0,0035;0,0029;-1,00E-04
829,1;0,0006;-1,00E-04;-0,0006;0,0005;0,0034;0,0027;0
829,2;0,0009;0;-0,0006;0,0007;0,0036;0,0027;1,00E-04
829,3;0,0011;0;-0,0005;0,0008;0,0038;0,0027;0,0002
829,4;0,001;0,0001;-0,0006;0,0008;0,0037;0,003;0
829,5;0,0008;0;-0,0007;0,0006;0,0036;0,003;-0,0001
829,6;0,0007;-0,0002;-0,0006;0,0003;0,0036;0,003;0
829,7;0,0007;-0,0002;-0,0007;0,0003;0,0034;0,003;-0,0001
829,8;0,001;-0,0003;-0,0006;0,0003;0,0036;0,0029;0,0001
829,9;0,001;0;-0,0004;0,0006;0,0037;0,003;0
830;0,0009;0,0001;-0,0005;0,0007;0,0036;0,003;-0,0001
830,1;0,0007;0,0002;-0,0006;0,0006;0,0037;0,0028;-1,00E-04
830,2;0,0006;1,00E-04;-0,0007;0,0005;0,0036;0,0029;-0,0002
830,3;0,0006;-1,00E-04;-0,0008;0,0005;0,0038;0,0028;-0,0001
830,4;0,0005;-1,00E-04;-0,0006;0,0005;0,0036;0,0027;-0,0001
830,5;0,0006;-1,00E-04;-0,0006;0,0005;0,0036;0,0028;-0,0001
830,6;0,0006;-1,00E-04;-0,0005;0,0006;0,0036;0,0028;-0,0001
830,7;0,0007;-0,0002;-0,0005;0,0005;0,0033;0,0028;0
830,8;0,0008;-0,0001;-0,0006;0,0005;0,0034;0,0028;0,0001
830,9;0,0009;-0,0002;-0,0005;0,0004;0,0036;0,0028;0,0004
831;0,0008;-0,0002;-0,0006;0,0004;0,0034;0,0028;0,0002
831,1;0,0004;-0,0002;-0,0008;0,0002;0,0034;0,0027;0,0001
831,2;0,0002;-0,0002;-0,0009;0,0002;0,0034;0,0027;0
831,3;1,00E-04;-0,0003;-0,0011;0,0006;0,0033;0,0028;-0,0003
831,4;0,0002;0;-0,0012;0,0008;0,0033;0,0027;-0,0004
831,5;0,0006;0,0002;-0,001;0,0012;0,0035;0,0029;-0,0003
831,6;0,0009;0;-0,0008;0,0012;0,0038;0,0028;0
831,7;0,0009;0,0002;-0,0007;0,0013;0,0038;0,003;-0,0001
831,8;0,0009;0,0003;-0,0007;0,0011;0,0037;0,0033;-0,0002
831,9;0,0009;0,0002;-0,0007;0,0008;0,0038;0,0033;-0,0002
832;0,0005;0,0003;-0,0008;0,001;0,0036;0,0034;-0,0006
832,1;0,0004;0,0002;-0,0008;0,0009;0,0035;0,0033;-0,0006
832,2;0,0004;0,0001;-0,0006;0,0011;0,0037;0,0031;-0,0004
832,3;0,0004;0;-0,0006;0,001;0,0037;0,003;-0,0003
832,4;0,0007;-0,0002;-0,0004;0,0008;0,0039;0,0027;1,00E-04
832,5;0,0009;-0,0003;-0,0003;0,0006;0,0041;0,0026;0,0004
832,6;0,0009;-0,0004;-0,0004;0,0003;0,0042;0,0025;0,0004
832,7;0,001;-0,0005;-0,0004;0,0003;0,0041;0,0024;0,0004
832,8;0,0008;-0,0004;-0,0005;0,0005;0,0038;0,0024;0,0002
832,9;0,0007;-0,0004;-0,0006;0,0004;0,0037;0,0024;0,0001
833;0,0007;-0,0006;-0,0005;0,0003;0,0036;0,0025;0,0002
833,1;0,0006;-0,0004;-0,0004;0,0004;0,0037;0,0025;0,0003
833,2;0,0008;0;-0,0003;0,0004;0,004;0,0026;0,0003
833,3;0,0008;1,00E-04;-0,0002;0,0005;0,0041;0,0027;0,0004
833,4;0,0008;0;-0,0003;0,0005;0,0039;0,0025;0,0004
833,5;0,0007;0,0002;-0,0004;0,0005;0,0038;0,0026;0,0002
833,6;0,0007;0,0002;-0,0004;0,0008;0,0036;0,0028;0
833,7;0,0008;0,0002;-0,0004;0,0009;0,0037;0,0027;0
833,8;0,0009;0,0003;-0,0003;0,0011;0,0037;0,0029;-1,00E-04
833,9;0,0007;0,0001;-0,0006;0,0011;0,0035;0,0029;-0,0003
834;0,0005;0;-0,0007;0,0008;0,0034;0,0027;-0,0002
834,1;0,0005;0,0001;-0,0007;0,0008;0,0034;0,0026;-0,0001
834,2;0,0004;-1,00E-04;-0,0007;0,0005;0,0033;0,0026;0
834,3;0,0006;0,0003;-0,0006;0,0008;0,0035;0,0029;-0,0001
834,4;0,0009;0,0003;-0,0005;0,001;0,0034;0,0029;-0,0001
834,5;0,0007;0,0003;-0,0007;0,0009;0,0032;0,003;-0,0002
834,6;0,0007;0,0003;-0,0007;0,0009;0,0033;0,0028;-0,0001
834,7;0,0005;0;-0,0006;0,0008;0,0033;0,0025;1,00E-04
834,8;0,0003;-0,0001;-0,0007;0,0007;0,0034;0,0024;0,0001
834,9;0,0005;0;-0,0003;0,0008;0,0036;0,0025;0,0002
835;0,0006;0,0002;-0,0003;0,0009;0,0036;0,0028;0,0001
835,1;0,001;0,0005;-0,0003;0,001;0,0038;0,003;0
835,2;0,0011;0,0005;-0,0003;0,0009;0,0038;0,003;0
835,3;0,0012;0,0002;-0,0005;0,0007;0,0037;0,0029;1,00E-04
835,4;0,0012;0,0005;-0,0003;0,0009;0,0036;0,0029;0
835,5;0,0013;0,0004;-0,0002;0,0009;0,0035;0,0027;0,0002
835,6;0,0011;0,0003;-0,0006;0,0009;0,0033;0,0027;0
835,7;0,0011;0,0005;-0,0002;0,0011;0,0034;0,0028;0
835,8;0,0012;0,0002;-0,0002;0,001;0,0035;0,0026;0,0001
835,9;0,0012;0,0001;-1,00E-04;0,0009;0,0038;0,0027;0,0001
836;0,0012;0,0001;0;0,0011;0,0038;0,0028;0
836,1;0,0013;0;-1,00E-04;0,0009;0,0039;0,0028;0,0001
836,2;0,0013;0,0003;-1,00E-04;0,001;0,004;0,003;0
836,3;0,0011;0,0005;-0,0003;0,0011;0,0037;0,0029;-0,0002
836,4;0,0011;0,0005;-0,0005;0,0009;0,0037;0,0028;-0,0001
836,5;0,0009;0,0006;-0,0003;0,0011;0,0037;0,0029;-0,0002
836,6;0,0006;0,0003;-0,0005;0,001;0,0035;0,0026;-0,0002
836,7;0,0006;0,0002;-0,0005;0,0009;0,0035;0,0024;0
836,8;0,0005;0,0003;-0,0003;0,0012;0,0035;0,0028;-0,0001
836,9;0,0005;0,0002;-0,0006;0,0011;0,0035;0,0027;-0,0002
837;0,0008;0,0003;-0,0001;0,0012;0,0039;0,003;-0,0001
837,1;0,0009;0,0004;0;0,0013;0,0038;0,0033;-0,0002
837,2;0,0013;1,00E-04;0,0002;0,0011;0,0039;0,0029;0,0001
837,3;0,0014;0,0002;0,0001;0,0011;0,0039;0,0029;0,0002
837,4;0,0013;0,0002;-1,00E-04;0,0009;0,0036;0,0027;0,0001
837,5;0,0012;0,0005;-0,0003;0,001;0,0036;0,0028;-0,0001
837,6;0,001;0,0006;-0,0004;0,0009;0,0037;0,0025;-0,0001
837,7;0,0009;0,0008;-0,0001;0,0009;0,0037;0,0027;-0,0001
837,8;0,001;0,0007;0;0,0009;0,0037;0,0026;0,0001
837,9;0,0011;0,0005;0,0001;0,001;0,0039;0,0025;0,0002
838;0,0012;0,0003;1,00E-04;0,0007;0,0038;0,0024;0,0003
838,1;0,0012;0,0004;0;0,0008;0,0037;0,0025;0,0001
838,2;0,0013;0,0006;0,0002;0,0009;0,0039;0,0024;0,0001
838,3;0,0013;0,0006;0,0002;0,0009;0,0039;0,0026;0,0001
838,4;0,0015;0,0008;0,0003;0,0012;0,004;0,0028;1,00E-04
838,5;0,0015;0,0009;0,0004;0,0014;0,0037;0,0027;0
838,6;0,0015;0,0007;0,0003;0,0011;0,0036;0,0025;1,00E-04
838,7;0,0013;0,0006;0,0003;0,0012;0,0035;0,0025;0,0002
838,8;0,0012;0,0004;0,0001;0,001;0,0035;0,0024;0,0001
838,9;0,0012;0,0002;-0,0001;0,0009;0,0038;0,0024;0,0002
839;0,001;0,0004;-0,0002;0,001;0,0037;0,0027;0
839,1;0,0011;0,0005;-0,0003;0,001;0,0036;0,0027;-0,0001
839,2;0,0012;0,0008;-0,0003;0,0011;0,0036;0,0028;-1,00E-04
839,3;0,0014;0,0007;-0,0002;0,001;0,0038;0,0026;1,00E-04
839,4;0,0016;0,0007;-0,0001;0,0011;0,0038;0,0028;0,0002
839,5;0,0017;0,0008;0,0002;0,0011;0,0039;0,0027;0,0002
839,6;0,0015;0,0009;0,0002;0,0012;0,0037;0,0028;0
839,7;0,0013;0,0009;0,0002;0,0013;0,0033;0,003;-0,0001
839,8;0,0012;0,001;0;0,0014;0,0033;0,0028;-0,0002
839,9;0,0011;0,0012;-0,0002;0,0016;0,0032;0,003;-0,0004
840;0,0012;0,0011;-0,0001;0,0015;0,0035;0,0029;-0,0003
840,1;0,0013;0,0008;0;0,0013;0,0036;0,0027;-0,0002
840,2;0,0014;0,0006;0,0002;0,0011;0,0036;0,0027;0,0001
840,3;0,0016;0,0004;0,0003;0,001;0,0037;0,0026;0,0002
840,4;0,0017;0,0006;0,0002;0,001;0,0037;0,0027;0,0002
840,5;0,0015;0,0006;0;0,0009;0,0036;0,0025;0,0001
840,6;0,0017;0,001;0;0,0011;0,0036;0,0028;-0,0002
840,7;0,0016;0,0011;-0,0002;0,0011;0,0036;0,0028;-0,0002
840,8;0,0016;0,001;-0,0003;0,0011;0,0036;0,0029;-0,0003
840,9;0,0015;0,001;-0,0003;0,0011;0,0035;0,0027;-0,0003
841;0,0013;0,0005;-0,0002;0,0009;0,0033;0,0024;-0,0001
841,1;0,0012;0,0006;-0,0002;0,0009;0,0032;0,0026;-0,0002
841,2;0,0014;0,0006;0,0001;0,0008;0,0035;0,0026;0
841,3;0,0016;0,0006;0,0002;0,0007;0,0038;0,0028;0,0002
841,4;0,0015;0,0007;0,0002;0,0008;0,0039;0,0029;0
841,5;0,0016;0,0007;0,0002;0,0009;0,0041;0,0027;0,0001
841,6;0,0016;0,0009;0;0,001;0,0039;0,0027;-1,00E-04
841,7;0,0019;0,001;-0,0001;0,001;0,0039;0,0027;-0,0001
841,8;0,0021;0,0011;-1,00E-04;0,0012;0,0039;0,0028;0
841,9;0,0022;0,0009;1,00E-04;0,001;0,0039;0,0028;0,0002
842;0,002;0,0007;0;0,0012;0,0038;0,0031;0,0001
842,1;0,0019;0,0008;0,0002;0,0014;0,0035;0,0032;-0,0001
842,2;0,002;0,0007;0,0003;0,0012;0,0036;0,003;0,0002
842,3;0,0021;0,001;0,0005;0,0016;0,0038;0,0031;1,00E-04
842,4;0,0023;0,0009;0,0004;0,0013;0,0039;0,0026;0,0004
842,5;0,002;0,0008;0,0004;0,0012;0,0041;0,0025;0,0004
842,6;0,0019;0,0009;0,0002;0,0014;0,0041;0,0025;0,0002
842,7;0,0015;0,0008;-0,0002;0,0012;0,0037;0,0026;-0,0002
842,8;0,0015;0,0009;0;0,0014;0,0037;0,0027;-0,0001
842,9;0,0013;0,0008;0,0001;0,0013;0,0038;0,0028;-0,0001
843;0,0014;0,001;0,0002;0,0014;0,0037;0,003;-1,00E-04
843,1;0,0014;0,0011;0,0003;0,0015;0,0038;0,0028;0
843,2;0,0014;0,0011;0,0004;0,0013;0,0038;0,0028;0
843,3;0,0014;0,0013;0,0002;0,0014;0,0036;0,0031;-0,0002
843,4;0,0014;0,0011;-0,0001;0,0013;0,0036;0,0029;-0,0002
843,5;0,0012;0,0011;-0,0002;0,0012;0,0035;0,0028;-0,0002
843,6;0,0012;0,001;-0,0001;0,0013;0,0035;0,0029;-0,0002
843,7;0,0013;0,0009;-0,0001;0,0011;0,0035;0,0025;0,0001
843,8;0,0014;0,0011;0,0002;0,0013;0,0036;0,0027;0,0001
843,9;0,0016;0,001;0,0002;0,0013;0,0035;0,0029;0,0002
844;0,0015;0,001;-0,0001;0,0011;0,0034;0,0029;0,0001
844,1;0,0016;0,0012;0,0001;0,0012;0,0035;0,003;0
844,2;0,0016;0,0011;0;0,0013;0,0035;0,0031;-0,0001
844,3;0,0017;0,0013;-1,00E-04;0,0014;0,0034;0,0031;-0,0002
844,4;0,0015;0,001;0;0,0015;0,0034;0,0029;-1,00E-04
844,5;0,0016;0,001;0,0001;0,0016;0,0033;0,0029;-0,0002
844,6;0,0015;0,0008;0;0,0015;0,0033;0,0028;-0,0002
844,7;0,0016;0,001;0,0002;0,0016;0,0036;0,0029;-0,0001
844,8;0,0017;0,0012;0,0002;0,0013;0,0036;0,0031;-0,0001
844,9;0,0015;0,0012;-1,00E-04;0,0012;0,0035;0,0031;-1,00E-04
845;0,0017;0,0014;-0,0001;0,0012;0,0035;0,0032;-0,0001
845,1;0,0016;0,0011;-0,0003;0,0011;0,0034;0,0031;-0,0002
