wavelength;s1.3;s2.3;s3.3;s4.3;s5.3;s6.3;hcl
236,6;0,3396;0,4013;0,1096;0,144;0,0308;0,0265;0,0134
236,7;0,3329;0,3932;0,1075;0,1419;0,0315;0,0262;0,0139
236,8;0,3248;0,3845;0,1052;0,1396;0,0316;0,0262;0,0137
236,9;0,3176;0,3766;0,1032;0,1375;0,0315;0,0263;0,0137
237;0,3103;0,3683;0,1006;0,1348;0,0315;0,0262;0,0136
237,1;0,3022;0,3605;0,0987;0,1323;0,0308;0,0261;0,0134
237,2;0,2953;0,3527;0,0964;0,1301;0,0304;0,0264;0,0132
237,3;0,2889;0,3449;0,0941;0,1274;0,0307;0,0267;0,0132
237,4;0,2816;0,3366;0,0922;0,1251;0,0306;0,0268;0,0131
237,5;0,275;0,3294;0,09;0,1232;0,0304;0,0271;0,0126
237,6;0,2684;0,3217;0,0882;0,1211;0,0303;0,027;0,0129
237,7;0,261;0,3145;0,0863;0,1196;0,0297;0,0271;0,0128
237,8;0,2547;0,3081;0,0843;0,1185;0,0298;0,0274;0,0126
237,9;0,2482;0,3012;0,0822;0,1165;0,03;0,0268;0,0128
238;0,2418;0,2952;0,0796;0,1147;0,0296;0,0261;0,0121
238,1;0,2359;0,2894;0,0776;0,1121;0,0298;0,0257;0,0123
238,2;0,2308;0,2829;0,0765;0,11;0,0301;0,0257;0,0128
238,3;0,2263;0,277;0,0752;0,1083;0,0303;0,0258;0,013
238,4;0,2218;0,2709;0,0743;0,1064;0,0302;0,0264;0,0132
238,5;0,2167;0,2647;0,0728;0,1054;0,0301;0,0265;0,0126
238,6;0,2115;0,26;0,0709;0,1039;0,0296;0,0265;0,0121
238,7;0,2062;0,2545;0,0695;0,1023;0,0292;0,0266;0,012
238,8;0,2014;0,2487;0,0681;0,1004;0,0293;0,026;0,0123
238,9;0,1971;0,2439;0,0669;0,0988;0,0288;0,026;0,0123
239;0,193;0,2385;0,0657;0,0973;0,0287;0,0257;0,0124
239,1;0,1885;0,2343;0,0648;0,0957;0,0285;0,0256;0,0121
239,2;0,1842;0,2308;0,0637;0,0948;0,029;0,0257;0,0121
239,3;0,1802;0,226;0,0625;0,0937;0,0297;0,0256;0,0122
239,4;0,1756;0,2219;0,0611;0,0924;0,0296;0,0256;0,0119
239,5;0,1721;0,2169;0,0594;0,0911;0,0297;0,0255;0,0122
239,6;0,1682;0,2123;0,0583;0,0904;0,0292;0,0258;0,0119
239,7;0,1646;0,2088;0,0572;0,0891;0,0287;0,0259;0,0115
239,8;0,1609;0,2051;0,0566;0,0879;0,0287;0,0255;0,0116
239,9;0,1572;0,2016;0,0559;0,0865;0,0288;0,0248;0,0117
240;0,1542;0,198;0,0551;0,085;0,0288;0,0245;0,0119
240,1;0,1506;0,1946;0,0547;0,0846;0,029;0,0242;0,0121
240,2;0,148;0,1912;0,054;0,084;0,0292;0,0243;0,0124
240,3;0,1451;0,1876;0,0529;0,0831;0,0291;0,0243;0,0125
240,4;0,1414;0,1841;0,052;0,0822;0,0292;0,024;0,0126
240,5;0,139;0,1813;0,0515;0,0808;0,029;0,0238;0,0128
240,6;0,1368;0,1788;0,0509;0,08;0,0297;0,0247;0,0127
240,7;0,1338;0,1763;0,0498;0,0796;0,0294;0,025;0,0118
240,8;0,1321;0,1744;0,0491;0,0792;0,0294;0,0253;0,0114
240,9;0,1295;0,1713;0,0485;0,0784;0,0294;0,026;0,0111
241;0,1261;0,168;0,0475;0,0775;0,0284;0,0255;0,0107
241,1;0,1247;0,1653;0,0478;0,0766;0,0284;0,0252;0,0115
241,2;0,1223;0,1623;0,0474;0,0757;0,0285;0,0253;0,0117
241,3;0,1202;0,1598;0,0464;0,0753;0,0283;0,0249;0,0119
241,4;0,1192;0,1576;0,0464;0,0748;0,029;0,0251;0,0125
241,5;0,1171;0,1559;0,0461;0,0746;0,0293;0,0253;0,0124
241,6;0,1157;0,1543;0,0461;0,074;0,0295;0,025;0,0125
241,7;0,114;0,1526;0,0459;0,0734;0,03;0,025;0,0125
241,8;0,1121;0,1509;0,0454;0,073;0,0297;0,0251;0,0121
241,9;0,1101;0,1493;0,0452;0,0733;0,0296;0,0255;0,0113
242;0,1078;0,1471;0,0446;0,0727;0,0288;0,0253;0,0111
242,1;0,1062;0,1461;0,0445;0,073;0,0288;0,0252;0,0106
242,2;0,1051;0,1449;0,0444;0,0727;0,0292;0,0248;0,0106
242,3;0,1037;0,1428;0,044;0,0718;0,029;0,0243;0,0111
242,4;0,1033;0,1412;0,0441;0,0715;0,0296;0,0244;0,0117
242,5;0,1023;0,139;0,044;0,0705;0,0293;0,0242;0,0121
242,6;0,1016;0,1372;0,0438;0,0705;0,0293;0,0247;0,0125
242,7;0,1011;0,1361;0,0438;0,0699;0,0293;0,0247;0,0126
242,8;0,1002;0,135;0,0435;0,0699;0,0296;0,0246;0,0124
242,9;0,0992;0,1336;0,043;0,0695;0,0298;0,0246;0,0124
243;0,0981;0,1325;0,0432;0,0688;0,0299;0,0243;0,0126
243,1;0,097;0,1315;0,0427;0,0687;0,0295;0,0242;0,0123
243,2;0,096;0,1309;0,0429;0,0688;0,0296;0,0247;0,0119
243,3;0,0951;0,1305;0,0422;0,0684;0,0289;0,0249;0,0113
243,4;0,0944;0,1299;0,0419;0,0687;0,0288;0,0251;0,0107
243,5;0,0942;0,1292;0,0421;0,0688;0,0291;0,0254;0,0109
243,6;0,0932;0,1284;0,0418;0,0681;0,0289;0,0248;0,0112
243,7;0,0924;0,1272;0,042;0,0679;0,029;0,0242;0,0117
243,8;0,0914;0,1264;0,0416;0,0676;0,0285;0,024;0,0116
243,9;0,0907;0,1256;0,0414;0,0676;0,0283;0,0233;0,0115
244;0,0906;0,1255;0,0417;0,0676;0,0286;0,0237;0,0115
244,1;0,0908;0,1256;0,0422;0,0681;0,0288;0,024;0,0114
244,2;0,0907;0,1257;0,0421;0,068;0,0288;0,0242;0,0112
244,3;0,0908;0,1253;0,0429;0,0675;0,0298;0,0242;0,0116
244,4;0,0912;0,1251;0,0428;0,0682;0,0293;0,0242;0,011
244,5;0,0916;0,1248;0,0434;0,068;0,0298;0,0238;0,0113
244,6;0,0921;0,1243;0,044;0,0677;0,0301;0,0231;0,0121
244,7;0,0924;0,1244;0,0437;0,0679;0,0296;0,0237;0,0121
244,8;0,093;0,1245;0,044;0,068;0,0302;0,0239;0,0127
244,9;0,0929;0,1248;0,0437;0,0682;0,0298;0,0244;0,0123
245;0,0931;0,1249;0,044;0,0686;0,0294;0,0248;0,012
245,1;0,093;0,1252;0,0442;0,0688;0,0293;0,0244;0,0117
245,2;0,0925;0,1251;0,0442;0,0691;0,0287;0,0244;0,0112
245,3;0,0925;0,125;0,0443;0,0693;0,0284;0,0243;0,0109
245,4;0,0929;0,125;0,0445;0,0688;0,0287;0,0238;0,0113
245,5;0,0933;0,1251;0,0446;0,0689;0,0288;0,024;0,0116
245,6;0,0937;0,1254;0,045;0,0683;0,0289;0,0235;0,0116
245,7;0,0935;0,1252;0,0448;0,0676;0,0288;0,023;0,0119
245,8;0,0934;0,1256;0,0448;0,068;0,0289;0,0233;0,0115
245,9;0,0935;0,1256;0,0448;0,0679;0,0288;0,0231;0,0111
246;0,0936;0,1255;0,045;0,0682;0,0292;0,0237;0,0112
246,1;0,0941;0,1259;0,0451;0,0686;0,0289;0,0243;0,0107
246,2;0,0941;0,1262;0,0451;0,0686;0,0291;0,0247;0,0104
246,3;0,0941;0,1255;0,0451;0,0681;0,0288;0,0246;0,0107
246,4;0,0942;0,1254;0,0451;0,0682;0,0288;0,0245;0,0106
246,5;0,0937;0,1245;0,0446;0,0676;0,0285;0,0239;0,0106
246,6;0,0935;0,1239;0,0446;0,0675;0,0282;0,0235;0,0108
246,7;0,0931;0,1237;0,0445;0,0671;0,0282;0,0232;0,0109
246,8;0,0927;0,1236;0,044;0,0666;0,0276;0,0234;0,0105
246,9;0,0926;0,1236;0,0446;0,0667;0,0282;0,0235;0,011
247;0,0923;0,1228;0,0441;0,0664;0,028;0,023;0,0109
247,1;0,092;0,1229;0,044;0,0662;0,0281;0,023;0,011
247,2;0,0918;0,122;0,044;0,0658;0,0286;0,0225;0,0114
247,3;0,0912;0,1216;0,0437;0,0657;0,0284;0,0228;0,0112
247,4;0,0911;0,1212;0,0438;0,0654;0,0286;0,0229;0,0114
247,5;0,0906;0,1204;0,0432;0,0651;0,0285;0,0233;0,0111
247,6;0,09;0,1194;0,0426;0,0651;0,0281;0,0233;0,011
247,7;0,0893;0,1193;0,0416;0,0648;0,0281;0,0234;0,0102
247,8;0,0885;0,1191;0,0412;0,0643;0,0282;0,0237;0,0099
247,9;0,0884;0,119;0,041;0,0639;0,0277;0,0236;0,0098
248;0,0883;0,1192;0,041;0,0637;0,0279;0,0241;0,0097
248,1;0,0878;0,1182;0,0406;0,063;0,0278;0,0239;0,0099
248,2;0,0874;0,1173;0,0403;0,0626;0,0278;0,0236;0,0101
248,3;0,0863;0,1157;0,0393;0,0623;0,0281;0,0237;0,01
248,4;0,0854;0,1148;0,039;0,0615;0,0278;0,0232;0,01
248,5;0,0848;0,1139;0,0383;0,061;0,0277;0,0233;0,0101
248,6;0,0845;0,1137;0,0384;0,0608;0,0278;0,0233;0,0102
248,7;0,0838;0,1132;0,038;0,0605;0,0277;0,0233;0,0101
248,8;0,0833;0,112;0,0376;0,0595;0,028;0,023;0,0106
248,9;0,0829;0,111;0,0374;0,059;0,0281;0,0226;0,0109
249;0,0821;0,1099;0,0365;0,0585;0,0276;0,0225;0,0108
249,1;0,0816;0,1088;0,0368;0,0577;0,0278;0,0223;0,0112
249,2;0,081;0,1082;0,0365;0,0576;0,0277;0,0225;0,0109
249,3;0,08;0,1075;0,0362;0,057;0,0274;0,0227;0,0106
249,4;0,0792;0,1071;0,0366;0,0566;0,0276;0,0234;0,0103
249,5;0,0783;0,1062;0,0362;0,0561;0,0275;0,0236;0,0104
249,6;0,0772;0,1049;0,0356;0,0556;0,0275;0,0237;0,0103
249,7;0,0763;0,1044;0,0352;0,0559;0,028;0,0239;0,0101
249,8;0,0752;0,103;0,0344;0,0553;0,028;0,0237;0,0102
249,9;0,0744;0,1025;0,034;0,0547;0,0281;0,0236;0,0098
250;0,0736;0,1023;0,0338;0,0547;0,028;0,0237;0,0096
250,1;0,0727;0,1009;0,0335;0,0535;0,0275;0,023;0,0098
250,2;0,0725;0,1004;0,0334;0,0529;0,0278;0,0228;0,0103
250,3;0,0723;0,0998;0,0329;0,0529;0,0276;0,0227;0,0103
250,4;0,0713;0,0987;0,0328;0,0517;0,0276;0,0222;0,0106
250,5;0,0712;0,0985;0,0323;0,0516;0,0283;0,0228;0,0105
250,6;0,0703;0,0974;0,0319;0,0513;0,0282;0,0228;0,0102
250,7;0,0691;0,0962;0,0316;0,051;0,0281;0,0227;0,0101
250,8;0,0689;0,0954;0,0312;0,051;0,0286;0,023;0,0102
250,9;0,0677;0,0941;0,0312;0,0504;0,0286;0,023;0,0104
251;0,0671;0,0933;0,0308;0,0499;0,0287;0,0226;0,0105
251,1;0,0661;0,092;0,0304;0,0493;0,0285;0,0225;0,0103
251,2;0,0649;0,0902;0,0297;0,0489;0,0278;0,0218;0,0102
251,3;0,0641;0,0894;0,0291;0,0488;0,0276;0,0216;0,0101
251,4;0,0626;0,0881;0,0285;0,0483;0,0274;0,0215;0,0103
251,5;0,0619;0,0872;0,0286;0,0475;0,028;0,0215;0,0111
251,6;0,0611;0,0865;0,0286;0,0468;0,0283;0,0218;0,0113
251,7;0,0603;0,0854;0,0281;0,0462;0,0282;0,0219;0,0111
251,8;0,0596;0,0839;0,0282;0,0453;0,0282;0,0219;0,0112
251,9;0,0589;0,083;0,028;0,0454;0,028;0,0223;0,0107
252;0,058;0,0827;0,0276;0,0453;0,0279;0,0228;0,0101
252,1;0,0577;0,0821;0,0278;0,0449;0,0279;0,0229;0,0103
252,2;0,0572;0,0819;0,0273;0,0451;0,0278;0,0234;0,01
252,3;0,0558;0,0811;0,0265;0,0444;0,0277;0,0226;0,0098
252,4;0,0548;0,0802;0,0259;0,0441;0,0275;0,0223;0,0099
252,5;0,0536;0,0795;0,0252;0,0441;0,0269;0,0221;0,0096
252,6;0,0525;0,0783;0,0248;0,0435;0,0265;0,0218;0,0098
252,7;0,0525;0,0774;0,0247;0,0434;0,0264;0,0223;0,0099
252,8;0,0521;0,0766;0,025;0,0429;0,0271;0,0223;0,0103
252,9;0,0512;0,0755;0,0248;0,0422;0,0275;0,0223;0,0104
253;0,0506;0,0749;0,025;0,0424;0,0279;0,0228;0,0101
253,1;0,0492;0,0741;0,0244;0,0426;0,0275;0,0232;0,0094
253,2;0,0484;0,073;0,0242;0,0424;0,0272;0,0225;0,0093
253,3;0,0478;0,0721;0,0238;0,0425;0,0271;0,0226;0,009
253,4;0,0471;0,0711;0,0231;0,0415;0,0268;0,0218;0,0094
253,5;0,0468;0,0705;0,0233;0,0411;0,0273;0,022;0,0097
253,6;0,0459;0,0699;0,0228;0,0411;0,0272;0,0225;0,0092
253,7;0,0453;0,0689;0,0225;0,0406;0,0272;0,0221;0,0095
253,8;0,0446;0,0682;0,0221;0,0406;0,0273;0,0222;0,0091
253,9;0,044;0,067;0,0215;0,0399;0,0269;0,0214;0,0091
254;0,0437;0,0657;0,0216;0,0392;0,0268;0,0212;0,0096
254,1;0,0429;0,0653;0,0215;0,0388;0,0266;0,0215;0,0092
254,2;0,0426;0,0644;0,0214;0,0385;0,0264;0,0218;0,009
254,3;0,0416;0,0643;0,0211;0,0387;0,0264;0,0223;0,009
254,4;0,041;0,064;0,0208;0,0383;0,0266;0,0224;0,0089
254,5;0,0408;0,0632;0,0207;0,0384;0,0272;0,0223;0,0094
254,6;0,04;0,063;0,0208;0,0383;0,0275;0,0221;0,0097
254,7;0,0397;0,0618;0,0206;0,0376;0,0275;0,0217;0,0096
254,8;0,0393;0,0608;0,0204;0,0374;0,0274;0,0212;0,01
254,9;0,0382;0,0601;0,02;0,0369;0,0266;0,0214;0,0095
255;0,038;0,0596;0,0202;0,0367;0,0267;0,0214;0,0095
255,1;0,0374;0,0592;0,0204;0,0367;0,0264;0,0219;0,0095
255,2;0,0366;0,0593;0,02;0,0366;0,0262;0,0222;0,009
255,3;0,0365;0,0589;0,0197;0,0366;0,0267;0,0223;0,0089
255,4;0,0362;0,0579;0,0192;0,0355;0,027;0,0218;0,0094
255,5;0,0358;0,0581;0,0193;0,0353;0,0274;0,0216;0,0091
255,6;0,0359;0,0574;0,0196;0,0355;0,0275;0,0215;0,0092
255,7;0,0354;0,0569;0,0196;0,035;0,027;0,0208;0,0093
255,8;0,0355;0,0566;0,0197;0,0352;0,0264;0,0206;0,0092
255,9;0,0351;0,0556;0,019;0,0348;0,026;0,0205;0,0093
256;0,035;0,0548;0,0186;0,0342;0,0262;0,0202;0,0097
256,1;0,0347;0,0546;0,019;0,0341;0,0265;0,0206;0,0097
256,2;0,0338;0,0542;0,0189;0,0342;0,0267;0,0212;0,0094
256,3;0,0332;0,0542;0,0189;0,0343;0,027;0,0214;0,0091
256,4;0,0327;0,0542;0,019;0,0345;0,0265;0,0218;0,0085
256,5;0,0327;0,0536;0,0186;0,0345;0,0268;0,0218;0,0086
256,6;0,0324;0,0533;0,0182;0,034;0,027;0,0216;0,0086
256,7;0,0325;0,0527;0,0181;0,0331;0,0268;0,0213;0,0092
256,8;0,0321;0,0526;0,0175;0,0328;0,0265;0,0212;0,0093
256,9;0,0313;0,0524;0,0171;0,0327;0,0253;0,0214;0,0086
257;0,0313;0,0524;0,0172;0,0324;0,0251;0,0213;0,0087
257,1;0,0314;0,0526;0,0174;0,033;0,0254;0,0217;0,0083
257,2;0,0315;0,0522;0,0177;0,0334;0,0262;0,0212;0,0084
257,3;0,0318;0,0517;0,0184;0,0332;0,0265;0,0208;0,0088
257,4;0,0321;0,0512;0,0187;0,0336;0,0269;0,021;0,0088
257,5;0,0317;0,0507;0,0188;0,0334;0,0271;0,021;0,0087
257,6;0,0313;0,0502;0,0187;0,033;0,0266;0,0216;0,0083
257,7;0,0314;0,0503;0,0185;0,0328;0,027;0,0214;0,0086
257,8;0,0311;0,0504;0,018;0,0327;0,0268;0,0216;0,0082
257,9;0,0312;0,0501;0,0183;0,0324;0,0267;0,0211;0,0087
258;0,0312;0,05;0,0181;0,0323;0,0267;0,0212;0,0088
258,1;0,0305;0,05;0,0178;0,0325;0,0263;0,0217;0,0082
258,2;0,0303;0,0496;0,0179;0,0325;0,0261;0,0216;0,0082
258,3;0,0295;0,0498;0,0172;0,0328;0,0257;0,0218;0,0074
258,4;0,0292;0,0499;0,0171;0,033;0,0257;0,0218;0,0071
258,5;0,0292;0,0493;0,0168;0,0325;0,026;0,0215;0,0074
258,6;0,0287;0,0491;0,0165;0,0323;0,0257;0,0213;0,0074
258,7;0,0289;0,0488;0,0164;0,0321;0,0258;0,0211;0,0078
258,8;0,029;0,0481;0,0166;0,0318;0,0259;0,021;0,0083
258,9;0,0292;0,0476;0,0173;0,0315;0,0256;0,0206;0,0086
259;0,0291;0,0474;0,017;0,0317;0,026;0,0204;0,0083
259,1;0,029;0,047;0,0171;0,0313;0,0259;0,0206;0,0084
259,2;0,0288;0,0466;0,0169;0,0309;0,0263;0,0204;0,0083
259,3;0,0286;0,0469;0,0165;0,0312;0,0262;0,0208;0,0079
259,4;0,0286;0,0468;0,0166;0,0311;0,0259;0,0209;0,0079
259,5;0,0287;0,0471;0,0169;0,0314;0,0259;0,021;0,0077
259,6;0,0287;0,0471;0,0169;0,0314;0,0256;0,0208;0,0078
259,7;0,0282;0,0469;0,0169;0,0314;0,0256;0,0207;0,0079
259,8;0,0285;0,0468;0,0171;0,031;0,0256;0,0206;0,008
259,9;0,0282;0,0466;0,017;0,0309;0,0257;0,0207;0,0078
260;0,0283;0,0465;0,0171;0,0304;0,0258;0,0207;0,008
260,1;0,0284;0,0463;0,0172;0,0303;0,0263;0,0209;0,0081
260,2;0,028;0,0459;0,0169;0,0303;0,0262;0,0212;0,0081
260,3;0,028;0,0457;0,0165;0,0299;0,0261;0,0208;0,008
260,4;0,0279;0,0457;0,0162;0,03;0,0261;0,0211;0,0077
260,5;0,0284;0,0454;0,0166;0,0298;0,0264;0,0207;0,0081
260,6;0,0281;0,0458;0,0162;0,0298;0,0262;0,0206;0,0076
260,7;0,0281;0,0455;0,0165;0,0299;0,0264;0,0206;0,0077
260,8;0,028;0,0451;0,0167;0,0299;0,0263;0,0207;0,0077
260,9;0,0274;0,0453;0,0162;0,0299;0,0258;0,0208;0,0072
261;0,0275;0,0449;0,0164;0,0296;0,0259;0,0207;0,0075
261,1;0,0275;0,0449;0,0165;0,0298;0,0257;0,0206;0,0077
261,2;0,0271;0,0449;0,0162;0,0299;0,0258;0,0204;0,0076
261,3;0,0271;0,0444;0,0165;0,0294;0,0258;0,0207;0,0078
261,4;0,0272;0,0442;0,0168;0,0293;0,026;0,0208;0,0081
261,5;0,0272;0,0442;0,0167;0,0292;0,0263;0,0211;0,0081
261,6;0,0277;0,0442;0,0169;0,0286;0,0261;0,0206;0,0084
261,7;0,0277;0,0441;0,0168;0,0287;0,0258;0,0204;0,0085
261,8;0,0277;0,0442;0,0168;0,0291;0,0254;0,0204;0,008
261,9;0,0278;0,0444;0,0169;0,0295;0,0253;0,0206;0,0076
262;0,0273;0,0446;0,0168;0,03;0,0251;0,0213;0,0069
262,1;0,0273;0,0449;0,0168;0,0303;0,0252;0,0212;0,0067
262,2;0,0273;0,0443;0,017;0,0297;0,0256;0,0208;0,0074
262,3;0,0268;0,0446;0,0164;0,03;0,0249;0,0211;0,0067
262,4;0,0265;0,0441;0,016;0,0294;0,0243;0,0207;0,0068
262,5;0,0266;0,0443;0,0164;0,0294;0,0244;0,0212;0,0065
262,6;0,0263;0,0445;0,0164;0,0295;0,0242;0,0212;0,0063
262,7;0,0266;0,0438;0,0166;0,0288;0,0247;0,0206;0,0069
262,8;0,027;0,0434;0,017;0,0287;0,0254;0,0202;0,0073
262,9;0,0267;0,0434;0,0168;0,0291;0,0257;0,0202;0,0071
263;0,0268;0,0432;0,0167;0,0288;0,0257;0,0202;0,0072
263,1;0,0266;0,0433;0,0165;0,029;0,0252;0,0205;0,007
263,2;0,0265;0,0438;0,0162;0,0292;0,0249;0,0208;0,0069
263,3;0,026;0,0433;0,0156;0,0287;0,0243;0,0207;0,0066
263,4;0,0265;0,0434;0,0157;0,0289;0,025;0,0205;0,0068
263,5;0,0268;0,0429;0,0158;0,0281;0,025;0,0198;0,0072
263,6;0,0266;0,0426;0,0161;0,0283;0,025;0,02;0,007
263,7;0,0269;0,0426;0,0168;0,028;0,0251;0,0199;0,0073
263,8;0,0267;0,0425;0,0169;0,0278;0,0244;0,0202;0,0071
263,9;0,0266;0,0427;0,0166;0,0279;0,0245;0,0204;0,0071
264;0,0269;0,0431;0,0166;0,0281;0,0246;0,0204;0,007
264,1;0,0269;0,0432;0,0164;0,0286;0,0249;0,0204;0,0071
264,2;0,0272;0,043;0,0164;0,0286;0,0253;0,0205;0,0071
264,3;0,0274;0,0426;0,0166;0,0282;0,0258;0,0201;0,0075
264,4;0,0273;0,0424;0,0165;0,0276;0,0258;0,02;0,0073
264,5;0,0274;0,0418;0,0165;0,0271;0,0257;0,0194;0,0076
264,6;0,0271;0,0418;0,0159;0,0268;0,0252;0,0193;0,0074
264,7;0,0274;0,0418;0,0163;0,0269;0,025;0,0199;0,0074
264,8;0,0274;0,0418;0,0163;0,0274;0,025;0,0201;0,0075
264,9;0,0274;0,0421;0,0162;0,0277;0,0247;0,0206;0,007
265;0,0271;0,0416;0,0162;0,0279;0,0247;0,0205;0,007
265,1;0,0264;0,0421;0,0158;0,0284;0,0244;0,0204;0,0063
265,2;0,0263;0,042;0,0158;0,0281;0,0243;0,0203;0,0063
265,3;0,0261;0,0419;0,0157;0,028;0,0244;0,02;0,0063
265,4;0,0258;0,042;0,0156;0,0276;0,0245;0,02;0,0064
265,5;0,026;0,0413;0,0158;0,0271;0,0249;0,0193;0,0071
265,6;0,0263;0,0411;0,0159;0,0267;0,0252;0,0195;0,0073
265,7;0,0264;0,0407;0,016;0,0263;0,0252;0,0196;0,0073
265,8;0,0265;0,0408;0,0163;0,0264;0,0252;0,0196;0,0072
265,9;0,026;0,0412;0,016;0,0263;0,0248;0,02;0,0066
266;0,0258;0,0415;0,0159;0,0266;0,0246;0,0202;0,0061
266,1;0,0261;0,0413;0,0161;0,0267;0,025;0,0199;0,0065
266,2;0,0263;0,041;0,0162;0,0266;0,0251;0,0199;0,0065
266,3;0,026;0,0411;0,0157;0,0267;0,0249;0,0198;0,0061
266,4;0,0262;0,0409;0,0157;0,0269;0,0248;0,02;0,0062
266,5;0,0257;0,0408;0,0155;0,0267;0,0244;0,0199;0,0062
266,6;0,0256;0,041;0,0154;0,0268;0,0243;0,0202;0,0059
266,7;0,0258;0,0412;0,0161;0,027;0,0244;0,0204;0,0062
266,8;0,0254;0,041;0,0158;0,0266;0,0242;0,02;0,006
266,9;0,0256;0,0412;0,016;0,0266;0,0243;0,02;0,006
267;0,0256;0,0413;0,0159;0,0265;0,0244;0,0198;0,0062
267,1;0,0261;0,0408;0,0158;0,0264;0,0242;0,0196;0,0061
267,2;0,0264;0,0409;0,0165;0,0268;0,0244;0,0199;0,0063
267,3;0,0267;0,0408;0,0167;0,0266;0,0242;0,02;0,0063
267,4;0,0267;0,0407;0,0166;0,0264;0,0241;0,0199;0,0062
267,5;0,0264;0,0409;0,0165;0,0267;0,0244;0,0199;0,0061
267,6;0,0264;0,0411;0,0163;0,0265;0,0246;0,0196;0,0064
267,7;0,0264;0,0412;0,0166;0,0266;0,0251;0,0196;0,0067
267,8;0,0264;0,0415;0,0165;0,0264;0,0251;0,02;0,0067
267,9;0,0264;0,0413;0,0163;0,0261;0,0249;0,02;0,0067
268;0,0259;0,0413;0,0161;0,026;0,0246;0,0203;0,0061
268,1;0,0254;0,041;0,0153;0,0259;0,0242;0,0204;0,0056
268,2;0,0252;0,0408;0,0151;0,0263;0,0237;0,0205;0,0052
268,3;0,0251;0,0407;0,0154;0,0261;0,0237;0,0204;0,0053
268,4;0,025;0,0404;0,0152;0,0262;0,0236;0,0204;0,0055
268,5;0,0251;0,0402;0,0152;0,0264;0,0236;0,0203;0,0057
268,6;0,0252;0,0403;0,0152;0,0266;0,0239;0,0202;0,0057
268,7;0,025;0,0405;0,0151;0,0267;0,0245;0,0203;0,0057
268,8;0,025;0,0408;0,0149;0,0266;0,0245;0,0203;0,0054
268,9;0,025;0,0409;0,0149;0,0263;0,0242;0,0208;0,005
269;0,0249;0,0409;0,015;0,0264;0,0239;0,0209;0,0049
269,1;0,025;0,0405;0,0147;0,0262;0,0233;0,0207;0,0048
269,2;0,0256;0,0406;0,0154;0,0263;0,0237;0,0204;0,0053
269,3;0,0256;0,0404;0,0156;0,0263;0,0242;0,0199;0,0058
269,4;0,0256;0,0401;0,0154;0,0259;0,0245;0,0198;0,0059
269,5;0,0254;0,0402;0,0153;0,0257;0,0245;0,0194;0,0058
269,6;0,025;0,0396;0,015;0,0254;0,024;0,0194;0,0057
269,7;0,0252;0,0401;0,015;0,026;0,0239;0,0198;0,0052
269,8;0,0249;0,0402;0,015;0,0261;0,0236;0,0195;0,0052
269,9;0,0251;0,0403;0,0155;0,0258;0,0238;0,0199;0,0054
270;0,0253;0,0406;0,0152;0,026;0,0241;0,0203;0,0053
270,1;0,0254;0,04;0,015;0,0256;0,0241;0,0199;0,0058
270,2;0,0254;0,0401;0,0149;0,0258;0,0241;0,0201;0,0056
270,3;0,0249;0,04;0,0142;0,0258;0,0235;0,02;0,0052
270,4;0,0244;0,04;0,0143;0,0257;0,0231;0,0199;0,0048
270,5;0,0244;0,0402;0,0141;0,0256;0,0228;0,02;0,0044
270,6;0,025;0,0403;0,0145;0,0253;0,023;0,0201;0,0045
270,7;0,0252;0,0401;0,0146;0,0252;0,0232;0,0198;0,0046
270,8;0,0257;0,0403;0,0147;0,0253;0,0233;0,0202;0,0047
270,9;0,0257;0,0402;0,0153;0,0248;0,0239;0,0201;0,0052
271;0,0256;0,0396;0,0149;0,025;0,024;0,0197;0,0053
271,1;0,0256;0,0399;0,015;0,0252;0,024;0,0198;0,0053
271,2;0,0255;0,0398;0,0146;0,0247;0,024;0,0192;0,0055
271,3;0,0255;0,0397;0,0147;0,0249;0,0239;0,0192;0,0054
271,4;0,0254;0,0401;0,0152;0,0249;0,0236;0,0194;0,0054
271,5;0,0256;0,0404;0,0156;0,0249;0,024;0,0197;0,0054
271,6;0,0256;0,0403;0,016;0,0251;0,0242;0,0197;0,0054
271,7;0,0256;0,0403;0,0159;0,0249;0,0241;0,0197;0,0054
271,8;0,0255;0,0404;0,0156;0,025;0,0243;0,0196;0,0054
271,9;0,0254;0,0403;0,0153;0,0247;0,0237;0,0194;0,0054
272;0,025;0,0403;0,0149;0,0245;0,0235;0,0195;0,0052
272,1;0,0251;0,0403;0,0151;0,0247;0,0235;0,0195;0,0051
272,2;0,0249;0,0397;0,0152;0,0244;0,0234;0,0192;0,0052
272,3;0,0244;0,0393;0,015;0,0242;0,0235;0,0191;0,0051
272,4;0,0248;0,039;0,0154;0,0239;0,0238;0,0189;0,0054
272,5;0,0244;0,0389;0,015;0,0236;0,0235;0,019;0,0054
272,6;0,0245;0,0391;0,0146;0,0236;0,0237;0,0193;0,0053
272,7;0,0245;0,0397;0,0146;0,024;0,0235;0,0196;0,0048
272,8;0,0243;0,0394;0,0143;0,0242;0,0231;0,0195;0,0048
272,9;0,0246;0,0395;0,0143;0,0248;0,0231;0,0196;0,0047
273;0,0247;0,0396;0,0146;0,0247;0,0229;0,0194;0,005
273,1;0,0252;0,0395;0,0147;0,0248;0,0232;0,0195;0,0053
